Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Comarca código	Comarca nombre	Número de contratos
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	06	Hoya de Huesca / Plana de Uesca	3
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	06	Hoya de Huesca / Plana de Uesca	160
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	07	Somontano de Barbastro	224
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	07	Somontano de Barbastro	29
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	07	Somontano de Barbastro	6
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	07	Somontano de Barbastro	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	07	Somontano de Barbastro	30
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	08	Cinca Medio	327
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	08	Cinca Medio	44
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	08	Cinca Medio	4
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	08	Cinca Medio	103
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	09	La Litera / La Llitera	195
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	09	La Litera / La Llitera	22
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	09	La Litera / La Llitera	6
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	09	La Litera / La Llitera	90
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10	Los Monegros	96
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	10	Los Monegros	27
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	10	Los Monegros	2
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	10	Los Monegros	15
Septiembre 2021	202109	Mujeres	No consta	No consta	No consta	No consta	10	Los Monegros	1
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11	Bajo Cinca / Baix Cinca	445
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	11	Bajo Cinca / Baix Cinca	115
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	11	Bajo Cinca / Baix Cinca	29
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	11	Bajo Cinca / Baix Cinca	118
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12	Tarazona y el Moncayo	236
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	12	Tarazona y el Moncayo	13
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	12	Tarazona y el Moncayo	2
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	12	Tarazona y el Moncayo	27
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13	Campo de Borja	161
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	13	Campo de Borja	34
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	13	Campo de Borja	15
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14	Aranda	33
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	14	Aranda	10
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15	Ribera Alta del Ebro	619
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	15	Ribera Alta del Ebro	79
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	15	Ribera Alta del Ebro	7
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	15	Ribera Alta del Ebro	92
Septiembre 2021	202109	Mujeres	No consta	No consta	No consta	No consta	15	Ribera Alta del Ebro	1
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16	Valdejalón	319
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	16	Valdejalón	329
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	16	Valdejalón	6
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	16	Valdejalón	147
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17	Central	12568
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	17	Central	925
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	17	Central	201
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	17	Central	24
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	17	Central	2625
Septiembre 2021	202109	Mujeres	No consta	No consta	No consta	No consta	17	Central	8
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	18	Ribera Baja del Ebro	126
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	18	Ribera Baja del Ebro	7
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	18	Ribera Baja del Ebro	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	18	Ribera Baja del Ebro	16
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	19	Bajo Aragón-Caspe / Baix Aragó-Casp	91
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	19	Bajo Aragón-Caspe / Baix Aragó-Casp	18
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	19	Bajo Aragón-Caspe / Baix Aragó-Casp	11
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	19	Bajo Aragón-Caspe / Baix Aragó-Casp	24
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	20	Comunidad de Calatayud	328
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	20	Comunidad de Calatayud	250
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	20	Comunidad de Calatayud	4
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	20	Comunidad de Calatayud	68
Septiembre 2021	202109	Mujeres	No consta	No consta	No consta	No consta	20	Comunidad de Calatayud	3
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	21	Campo de Cariñena	94
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	21	Campo de Cariñena	126
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	21	Campo de Cariñena	2
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	21	Campo de Cariñena	40
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	22	Campo de Belchite	25
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	22	Campo de Belchite	4
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	22	Campo de Belchite	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	22	Campo de Belchite	5
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	23	Bajo Martín	44
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	23	Bajo Martín	15
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	23	Bajo Martín	3
Septiembre 2021	202109	Mujeres	No consta	No consta	No consta	No consta	23	Bajo Martín	1
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	24	Campo de Daroca	27
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	24	Campo de Daroca	14
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	24	Campo de Daroca	5
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	25	Jiloca	69
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	25	Jiloca	8
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	25	Jiloca	2
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	25	Jiloca	11
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	26	Cuencas Mineras	83
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	26	Cuencas Mineras	5
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	26	Cuencas Mineras	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	26	Cuencas Mineras	6
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	27	Andorra-Sierra de Arcos	93
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	27	Andorra-Sierra de Arcos	13
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	27	Andorra-Sierra de Arcos	2
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	27	Andorra-Sierra de Arcos	9
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	28	Bajo Aragón	375
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	28	Bajo Aragón	91
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	28	Bajo Aragón	5
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	28	Bajo Aragón	41
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	29	Comunidad de Teruel	645
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	29	Comunidad de Teruel	41
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	29	Comunidad de Teruel	11
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	29	Comunidad de Teruel	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	29	Comunidad de Teruel	78
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	30	Maestrazgo	33
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	30	Maestrazgo	2
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	30	Maestrazgo	3
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	31	Sierra de Albarracín	48
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	31	Sierra de Albarracín	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	31	Sierra de Albarracín	3
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	32	Gúdar-Javalambre	131
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	32	Gúdar-Javalambre	6
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	32	Gúdar-Javalambre	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	32	Gúdar-Javalambre	18
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	33	Matarraña / Matarranya	59
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	33	Matarraña / Matarranya	4
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	33	Matarraña / Matarranya	3
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	33	Matarraña / Matarranya	10
Agosto 2021	202108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	01	La Jacetania	182
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	01	La Jacetania	5
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	01	La Jacetania	9
Agosto 2021	202108	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	01	La Jacetania	21
Agosto 2021	202108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	02	Alto Gállego	182
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	02	Alto Gállego	11
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	02	Alto Gállego	7
Agosto 2021	202108	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	02	Alto Gállego	22
Agosto 2021	202108	Hombres	No consta	No consta	No consta	No consta	02	Alto Gállego	1
Agosto 2021	202108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	03	Sobrarbe	139
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	03	Sobrarbe	8
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	03	Sobrarbe	4
Agosto 2021	202108	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	03	Sobrarbe	12
Agosto 2021	202108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	04	La Ribagorza	119
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	04	La Ribagorza	12
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	04	La Ribagorza	4
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	04	La Ribagorza	1
Agosto 2021	202108	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	04	La Ribagorza	15
Agosto 2021	202108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	05	Cinco Villas	219
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	05	Cinco Villas	42
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	05	Cinco Villas	4
Agosto 2021	202108	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	05	Cinco Villas	120
Agosto 2021	202108	Hombres	No consta	No consta	No consta	No consta	05	Cinco Villas	3
Agosto 2021	202108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	06	Hoya de Huesca / Plana de Uesca	876
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	06	Hoya de Huesca / Plana de Uesca	52
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	06	Hoya de Huesca / Plana de Uesca	22
Agosto 2021	202108	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	06	Hoya de Huesca / Plana de Uesca	2
