Mes y año	Comarca código	Comarca nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Marzo 2005	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	35
Marzo 2005	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	21
Marzo 2005	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Hombres	79
Marzo 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Marzo 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	12
Marzo 2005	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	113
Marzo 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5
Marzo 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4
Marzo 2005	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Hombres	46
Marzo 2005	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2
Marzo 2005	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	69
Marzo 2005	22	Campo de Belchite	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	22	Campo de Belchite	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Marzo 2005	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	62
Marzo 2005	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5
Marzo 2005	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	96
Marzo 2005	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2005	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Marzo 2005	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34
Marzo 2005	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1
Marzo 2005	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42
Marzo 2005	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Marzo 2005	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	77
Marzo 2005	25	Jiloca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Marzo 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	22
Marzo 2005	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	159
Marzo 2005	25	Jiloca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	14
Marzo 2005	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Hombres	135
Marzo 2005	26	Cuencas Mineras	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Marzo 2005	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2005	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	25
Marzo 2005	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	212
Marzo 2005	26	Cuencas Mineras	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	7
Marzo 2005	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Hombres	207
Marzo 2005	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Marzo 2005	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	205
Marzo 2005	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2005	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Marzo 2005	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	250
Marzo 2005	28	Bajo Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2005	28	Bajo Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	9
Marzo 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	67
Marzo 2005	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	460
Marzo 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7
Marzo 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	45
Marzo 2005	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	446
Marzo 2005	29	Comunidad de Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Marzo 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Marzo 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	64
Marzo 2005	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	953
Marzo 2005	29	Comunidad de Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	8
Marzo 2005	29	Comunidad de Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	24
Marzo 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	53
Marzo 2005	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31
Marzo 2005	30	Maestrazgo	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2005	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2
Marzo 2005	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43
Marzo 2005	30	Maestrazgo	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2005	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	37
Marzo 2005	31	Sierra de Albarracín	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2005	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3
Marzo 2005	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	75
Marzo 2005	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2
Marzo 2005	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Hombres	58
Marzo 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Marzo 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	19
Marzo 2005	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	123
Marzo 2005	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Marzo 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3
Marzo 2005	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Hombres	66
Marzo 2005	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Marzo 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Marzo 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6
Marzo 2005	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	77
Marzo 2005	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5
Marzo 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2
Febrero 2005	01	La Jacetania	Españoles	ESPAÑA	Españoles	Españoles	Hombres	178
Febrero 2005	01	La Jacetania	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	20
Febrero 2005	01	La Jacetania	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	245
Febrero 2005	01	La Jacetania	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	01	La Jacetania	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	10
Febrero 2005	02	Alto Gállego	Españoles	ESPAÑA	Españoles	Españoles	Hombres	111
Febrero 2005	02	Alto Gállego	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	10
Febrero 2005	02	Alto Gállego	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	175
Febrero 2005	02	Alto Gállego	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	02	Alto Gállego	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Febrero 2005	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	13
Febrero 2005	03	Sobrarbe	Españoles	ESPAÑA	Españoles	Españoles	Hombres	101
Febrero 2005	03	Sobrarbe	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	03	Sobrarbe	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	03	Sobrarbe	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2
Febrero 2005	03	Sobrarbe	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	132
Febrero 2005	03	Sobrarbe	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	03	Sobrarbe	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	03	Sobrarbe	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5
Febrero 2005	04	La Ribagorza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	121
Febrero 2005	04	La Ribagorza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Febrero 2005	04	La Ribagorza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	04	La Ribagorza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	04	La Ribagorza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5
Febrero 2005	04	La Ribagorza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	155
Febrero 2005	04	La Ribagorza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	04	La Ribagorza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	04	La Ribagorza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4
Febrero 2005	05	Cinco Villas	Españoles	ESPAÑA	Españoles	Españoles	Hombres	263
Febrero 2005	05	Cinco Villas	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	05	Cinco Villas	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	33
Febrero 2005	05	Cinco Villas	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	45
Febrero 2005	05	Cinco Villas	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	604
Febrero 2005	05	Cinco Villas	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7
Febrero 2005	05	Cinco Villas	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	26
Febrero 2005	05	Cinco Villas	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	25
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	683
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	142
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	No consta	No consta		No consta	Hombres	1
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1208
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Febrero 2005	06	Hoya de Huesca / Plana de Uesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	68
Febrero 2005	07	Somontano de Barbastro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	316
Febrero 2005	07	Somontano de Barbastro	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	07	Somontano de Barbastro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	07	Somontano de Barbastro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	34
Febrero 2005	07	Somontano de Barbastro	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	475
Febrero 2005	07	Somontano de Barbastro	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5
Febrero 2005	07	Somontano de Barbastro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	07	Somontano de Barbastro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	16
Febrero 2005	08	Cinca Medio	Españoles	ESPAÑA	Españoles	Españoles	Hombres	218
Febrero 2005	08	Cinca Medio	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	08	Cinca Medio	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Febrero 2005	08	Cinca Medio	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	74
Febrero 2005	08	Cinca Medio	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	402
Febrero 2005	08	Cinca Medio	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Febrero 2005	08	Cinca Medio	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	08	Cinca Medio	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	08	Cinca Medio	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	30
Febrero 2005	09	La Litera / La Llitera	Españoles	ESPAÑA	Españoles	Españoles	Hombres	90
Febrero 2005	09	La Litera / La Llitera	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	09	La Litera / La Llitera	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	21
Febrero 2005	09	La Litera / La Llitera	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	225
Febrero 2005	09	La Litera / La Llitera	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	09	La Litera / La Llitera	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5
Febrero 2005	10	Los Monegros	Españoles	ESPAÑA	Españoles	Españoles	Hombres	119
Febrero 2005	10	Los Monegros	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	10	Los Monegros	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Febrero 2005	10	Los Monegros	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	11
Febrero 2005	10	Los Monegros	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	189
Febrero 2005	10	Los Monegros	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	10	Los Monegros	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8
Febrero 2005	11	Bajo Cinca / Baix Cinca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	164
Febrero 2005	11	Bajo Cinca / Baix Cinca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Febrero 2005	11	Bajo Cinca / Baix Cinca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	11	Bajo Cinca / Baix Cinca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	39
Febrero 2005	11	Bajo Cinca / Baix Cinca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	305
Febrero 2005	11	Bajo Cinca / Baix Cinca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Febrero 2005	11	Bajo Cinca / Baix Cinca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	11	Bajo Cinca / Baix Cinca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	24
Febrero 2005	12	Tarazona y el Moncayo	Españoles	ESPAÑA	Españoles	Españoles	Hombres	210
Febrero 2005	12	Tarazona y el Moncayo	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	12	Tarazona y el Moncayo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	14
