Año	Residencia provincia código	Residencia municipio código	Residencia municipio nombre	Edad (grandes grupos)	Sexo	Personas
2014	44	44043	Blesa	16 a 64	Mujeres	22
2014	44	44043	Blesa	65 y más	Mujeres	21
2014	44	44044	Bordón	0 a 15	Mujeres	5
2014	44	44044	Bordón	16 a 64	Mujeres	23
2014	44	44044	Bordón	65 y más	Mujeres	19
2014	44	44045	Bronchales	0 a 15	Mujeres	20
2014	44	44045	Bronchales	16 a 64	Mujeres	114
2014	44	44045	Bronchales	65 y más	Mujeres	47
2014	44	44046	Bueña	0 a 15	Mujeres	1
2014	44	44046	Bueña	16 a 64	Mujeres	10
2014	44	44046	Bueña	65 y más	Mujeres	20
2014	44	44047	Burbáguena	0 a 15	Mujeres	5
2014	44	44047	Burbáguena	16 a 64	Mujeres	41
2014	44	44047	Burbáguena	65 y más	Mujeres	95
2014	44	44048	Cabra de Mora	0 a 15	Mujeres	1
2014	44	44048	Cabra de Mora	16 a 64	Mujeres	13
2014	44	44048	Cabra de Mora	65 y más	Mujeres	13
2014	44	44049	Calaceite	0 a 15	Mujeres	55
2014	44	44049	Calaceite	16 a 64	Mujeres	295
2014	44	44049	Calaceite	65 y más	Mujeres	166
2014	44	44050	Calamocha	0 a 15	Mujeres	350
2014	44	44050	Calamocha	16 a 64	Mujeres	1383
2014	44	44050	Calamocha	65 y más	Mujeres	523
2014	44	44051	Calanda	0 a 15	Mujeres	287
2014	44	44051	Calanda	16 a 64	Mujeres	1265
2014	44	44051	Calanda	65 y más	Mujeres	457
2014	44	44052	Calomarde	0 a 15	Mujeres	3
2014	44	44052	Calomarde	16 a 64	Mujeres	16
2014	44	44052	Calomarde	65 y más	Mujeres	19
2014	44	44053	Camañas	0 a 15	Mujeres	11
2014	44	44053	Camañas	16 a 64	Mujeres	25
2014	44	44053	Camañas	65 y más	Mujeres	22
2014	44	44054	Camarena de la Sierra	0 a 15	Mujeres	6
2014	44	44054	Camarena de la Sierra	16 a 64	Mujeres	37
2014	44	44054	Camarena de la Sierra	65 y más	Mujeres	11
2014	44	44055	Camarillas	0 a 15	Mujeres	6
2014	44	44055	Camarillas	16 a 64	Mujeres	24
2014	44	44055	Camarillas	65 y más	Mujeres	10
2014	44	44056	Caminreal	0 a 15	Mujeres	26
2014	44	44056	Caminreal	16 a 64	Mujeres	176
2014	44	44056	Caminreal	65 y más	Mujeres	126
2014	44	44059	Cantavieja	0 a 15	Mujeres	53
2014	44	44059	Cantavieja	16 a 64	Mujeres	216
2014	44	44059	Cantavieja	65 y más	Mujeres	78
2014	44	44060	Cañada de Benatanduz	16 a 64	Mujeres	10
2014	44	44060	Cañada de Benatanduz	65 y más	Mujeres	5
2014	44	44061	Cañada de Verich (La)	0 a 15	Mujeres	6
2014	44	44061	Cañada de Verich (La)	16 a 64	Mujeres	19
2014	44	44061	Cañada de Verich (La)	65 y más	Mujeres	19
2014	44	44062	Cañada Vellida	16 a 64	Mujeres	5
2014	44	44062	Cañada Vellida	65 y más	Mujeres	5
2014	44	44063	Cañizar del Olivar	0 a 15	Mujeres	9
2014	44	44063	Cañizar del Olivar	16 a 64	Mujeres	28
2014	44	44063	Cañizar del Olivar	65 y más	Mujeres	9
2014	44	44064	Cascante del Río	16 a 64	Mujeres	13
2014	44	44064	Cascante del Río	65 y más	Mujeres	18
2014	44	44065	Castejón de Tornos	16 a 64	Mujeres	11
2014	44	44065	Castejón de Tornos	65 y más	Mujeres	14
2014	44	44066	Castel de Cabra	0 a 15	Mujeres	5
2014	44	44066	Castel de Cabra	16 a 64	Mujeres	28
2014	44	44066	Castel de Cabra	65 y más	Mujeres	29
2014	44	44067	Castelnou	0 a 15	Mujeres	9
2014	44	44067	Castelnou	16 a 64	Mujeres	32
2014	44	44067	Castelnou	65 y más	Mujeres	25
2014	44	44068	Castelserás	0 a 15	Mujeres	55
2014	44	44068	Castelserás	16 a 64	Mujeres	222
2014	44	44068	Castelserás	65 y más	Mujeres	120
2014	44	44070	Castellar (El)	16 a 64	Mujeres	13
2014	44	44070	Castellar (El)	65 y más	Mujeres	10
2014	44	44071	Castellote	0 a 15	Mujeres	34
2014	44	44071	Castellote	16 a 64	Mujeres	212
2014	44	44071	Castellote	65 y más	Mujeres	118
2014	44	44074	Cedrillas	0 a 15	Mujeres	43
2014	44	44074	Cedrillas	16 a 64	Mujeres	186
2014	44	44074	Cedrillas	65 y más	Mujeres	74
2014	44	44075	Celadas	0 a 15	Mujeres	22
2014	44	44075	Celadas	16 a 64	Mujeres	90
2014	44	44075	Celadas	65 y más	Mujeres	65
2014	44	44076	Cella	0 a 15	Mujeres	163
2014	44	44076	Cella	16 a 64	Mujeres	783
2014	44	44076	Cella	65 y más	Mujeres	394
2014	44	44077	Cerollera (La)	0 a 15	Mujeres	1
2014	44	44077	Cerollera (La)	16 a 64	Mujeres	25
2014	44	44077	Cerollera (La)	65 y más	Mujeres	15
2014	44	44080	Codoñera (La)	0 a 15	Mujeres	22
2014	44	44080	Codoñera (La)	16 a 64	Mujeres	91
2014	44	44080	Codoñera (La)	65 y más	Mujeres	64
2014	44	44082	Corbalán	0 a 15	Mujeres	6
2014	44	44082	Corbalán	16 a 64	Mujeres	29
2014	44	44082	Corbalán	65 y más	Mujeres	12
2014	44	44084	Cortes de Aragón	0 a 15	Mujeres	1
2014	44	44084	Cortes de Aragón	16 a 64	Mujeres	20
2014	44	44084	Cortes de Aragón	65 y más	Mujeres	12
2014	44	44085	Cosa	16 a 64	Mujeres	6
2014	44	44085	Cosa	65 y más	Mujeres	17
2014	44	44086	Cretas	0 a 15	Mujeres	38
2014	44	44086	Cretas	16 a 64	Mujeres	158
2014	44	44086	Cretas	65 y más	Mujeres	104
2014	44	44087	Crivillén	16 a 64	Mujeres	14
2014	44	44087	Crivillén	65 y más	Mujeres	23
2014	44	44088	Cuba (La)	16 a 64	Mujeres	15
2014	44	44088	Cuba (La)	65 y más	Mujeres	5
2014	44	44089	Cubla	0 a 15	Mujeres	1
2014	44	44089	Cubla	16 a 64	Mujeres	13
2014	44	44089	Cubla	65 y más	Mujeres	7
2014	44	44090	Cucalón	0 a 15	Mujeres	3
2014	44	44090	Cucalón	16 a 64	Mujeres	23
2014	44	44090	Cucalón	65 y más	Mujeres	16
2014	44	44092	Cuervo (El)	16 a 64	Mujeres	13
2014	44	44092	Cuervo (El)	65 y más	Mujeres	26
2014	44	44093	Cuevas de Almudén	0 a 15	Mujeres	13
2014	44	44093	Cuevas de Almudén	16 a 64	Mujeres	33
2014	44	44093	Cuevas de Almudén	65 y más	Mujeres	13
2014	44	44094	Cuevas Labradas	0 a 15	Mujeres	3
2014	44	44094	Cuevas Labradas	16 a 64	Mujeres	28
2014	44	44094	Cuevas Labradas	65 y más	Mujeres	25
2014	44	44096	Ejulve	0 a 15	Mujeres	8
2014	44	44096	Ejulve	16 a 64	Mujeres	48
2014	44	44096	Ejulve	65 y más	Mujeres	36
2014	44	44097	Escorihuela	0 a 15	Mujeres	1
2014	44	44097	Escorihuela	16 a 64	Mujeres	34
2014	44	44097	Escorihuela	65 y más	Mujeres	46
2014	44	44099	Escucha	0 a 15	Mujeres	68
2014	44	44099	Escucha	16 a 64	Mujeres	284
2014	44	44099	Escucha	65 y más	Mujeres	86
2014	44	44100	Estercuel	0 a 15	Mujeres	10
2014	44	44100	Estercuel	16 a 64	Mujeres	63
2014	44	44100	Estercuel	65 y más	Mujeres	25
2014	44	44101	Ferreruela de Huerva	0 a 15	Mujeres	2
2014	44	44101	Ferreruela de Huerva	16 a 64	Mujeres	18
2014	44	44101	Ferreruela de Huerva	65 y más	Mujeres	9
2014	44	44102	Fonfría	16 a 64	Mujeres	4
2014	44	44102	Fonfría	65 y más	Mujeres	9
2014	44	44103	Formiche Alto	0 a 15	Mujeres	11
2014	44	44103	Formiche Alto	16 a 64	Mujeres	36
2014	44	44103	Formiche Alto	65 y más	Mujeres	30
2014	44	44105	Fórnoles	16 a 64	Mujeres	19
2014	44	44105	Fórnoles	65 y más	Mujeres	19
2014	44	44106	Fortanete	0 a 15	Mujeres	10
2014	44	44106	Fortanete	16 a 64	Mujeres	49
2014	44	44106	Fortanete	65 y más	Mujeres	28
2014	44	44107	Foz-Calanda	0 a 15	Mujeres	18
2014	44	44107	Foz-Calanda	16 a 64	Mujeres	62
2014	44	44107	Foz-Calanda	65 y más	Mujeres	40
2014	44	44108	Fresneda (La)	0 a 15	Mujeres	24
2014	44	44108	Fresneda (La)	16 a 64	Mujeres	119
2014	44	44108	Fresneda (La)	65 y más	Mujeres	59
2014	44	44109	Frías de Albarracín	0 a 15	Mujeres	6
2014	44	44109	Frías de Albarracín	16 a 64	Mujeres	38
2014	44	44109	Frías de Albarracín	65 y más	Mujeres	18
2014	44	44110	Fuenferrada	0 a 15	Mujeres	1
2014	44	44110	Fuenferrada	16 a 64	Mujeres	10
2014	44	44110	Fuenferrada	65 y más	Mujeres	15
2014	44	44111	Fuentes Calientes	0 a 15	Mujeres	5
2014	44	44111	Fuentes Calientes	16 a 64	Mujeres	29
2014	44	44111	Fuentes Calientes	65 y más	Mujeres	16
2014	44	44112	Fuentes Claras	0 a 15	Mujeres	22
2014	44	44112	Fuentes Claras	16 a 64	Mujeres	98
2014	44	44112	Fuentes Claras	65 y más	Mujeres	119
2014	44	44113	Fuentes de Rubielos	0 a 15	Mujeres	15
2014	44	44113	Fuentes de Rubielos	16 a 64	Mujeres	32
2014	44	44113	Fuentes de Rubielos	65 y más	Mujeres	8
2014	44	44114	Fuentespalda	0 a 15	Mujeres	12
2014	44	44114	Fuentespalda	16 a 64	Mujeres	86
2014	44	44114	Fuentespalda	65 y más	Mujeres	50
2014	44	44115	Galve	0 a 15	Mujeres	18
2014	44	44115	Galve	16 a 64	Mujeres	40
2014	44	44115	Galve	65 y más	Mujeres	20
2014	44	44116	Gargallo	0 a 15	Mujeres	6
2014	44	44116	Gargallo	16 a 64	Mujeres	30
2014	44	44116	Gargallo	65 y más	Mujeres	15
2014	44	44117	Gea de Albarracín	0 a 15	Mujeres	13
2014	44	44117	Gea de Albarracín	16 a 64	Mujeres	100
2014	44	44117	Gea de Albarracín	65 y más	Mujeres	77
2014	44	44118	Ginebrosa (La)	0 a 15	Mujeres	6
2014	44	44118	Ginebrosa (La)	16 a 64	Mujeres	48
2014	44	44118	Ginebrosa (La)	65 y más	Mujeres	35
2014	44	44119	Griegos	0 a 15	Mujeres	5
2014	44	44119	Griegos	16 a 64	Mujeres	27
2014	44	44119	Griegos	65 y más	Mujeres	23
2014	44	44120	Guadalaviar	0 a 15	Mujeres	8
2014	44	44120	Guadalaviar	16 a 64	Mujeres	61
2014	44	44120	Guadalaviar	65 y más	Mujeres	37
2014	44	44121	Gúdar	0 a 15	Mujeres	10
2014	44	44121	Gúdar	16 a 64	Mujeres	15
2014	44	44121	Gúdar	65 y más	Mujeres	10
2014	44	44122	Híjar	0 a 15	Mujeres	127
2014	44	44122	Híjar	16 a 64	Mujeres	470
2014	44	44122	Híjar	65 y más	Mujeres	275
2014	44	44123	Hinojosa de Jarque	0 a 15	Mujeres	5
2014	44	44123	Hinojosa de Jarque	16 a 64	Mujeres	28
2014	44	44123	Hinojosa de Jarque	65 y más	Mujeres	24
2014	44	44124	Hoz de la Vieja (La)	16 a 64	Mujeres	20
2014	44	44124	Hoz de la Vieja (La)	65 y más	Mujeres	17
2014	44	44125	Huesa del Común	0 a 15	Mujeres	1
2014	44	44125	Huesa del Común	16 a 64	Mujeres	7
2014	44	44125	Huesa del Común	65 y más	Mujeres	21
2014	44	44126	Iglesuela del Cid (La)	0 a 15	Mujeres	34
2014	44	44126	Iglesuela del Cid (La)	16 a 64	Mujeres	116
2014	44	44126	Iglesuela del Cid (La)	65 y más	Mujeres	72
2014	44	44127	Jabaloyas	16 a 64	Mujeres	13
2014	44	44127	Jabaloyas	65 y más	Mujeres	17
2014	44	44128	Jarque de la Val	0 a 15	Mujeres	1
2014	44	44128	Jarque de la Val	16 a 64	Mujeres	17
2014	44	44128	Jarque de la Val	65 y más	Mujeres	19
2014	44	44129	Jatiel	0 a 15	Mujeres	1
2014	44	44129	Jatiel	16 a 64	Mujeres	10
2014	44	44129	Jatiel	65 y más	Mujeres	11
2014	44	44130	Jorcas	0 a 15	Mujeres	1
2014	44	44130	Jorcas	16 a 64	Mujeres	7
2014	44	44130	Jorcas	65 y más	Mujeres	7
2014	44	44131	Josa	16 a 64	Mujeres	12
2014	44	44131	Josa	65 y más	Mujeres	3
2014	44	44132	Lagueruela	0 a 15	Mujeres	4
2014	44	44132	Lagueruela	16 a 64	Mujeres	15
2014	44	44132	Lagueruela	65 y más	Mujeres	20
2014	44	44133	Lanzuela	16 a 64	Mujeres	4
2014	44	44133	Lanzuela	65 y más	Mujeres	4
2014	44	44135	Libros	16 a 64	Mujeres	16
2014	44	44135	Libros	65 y más	Mujeres	36
2014	44	44136	Lidón	0 a 15	Mujeres	1
2014	44	44136	Lidón	16 a 64	Mujeres	9
2014	44	44136	Lidón	65 y más	Mujeres	16
2014	44	44137	Linares de Mora	0 a 15	Mujeres	12
2014	44	44137	Linares de Mora	16 a 64	Mujeres	74
2014	44	44137	Linares de Mora	65 y más	Mujeres	32
2014	44	44138	Loscos	0 a 15	Mujeres	2
2014	44	44138	Loscos	16 a 64	Mujeres	26
2014	44	44138	Loscos	65 y más	Mujeres	32
2014	44	44141	Lledó	0 a 15	Mujeres	9
2014	44	44141	Lledó	16 a 64	Mujeres	44
2014	44	44141	Lledó	65 y más	Mujeres	22
2014	44	44142	Maicas	16 a 64	Mujeres	11
2014	44	44142	Maicas	65 y más	Mujeres	5
2014	44	44143	Manzanera	0 a 15	Mujeres	38
2014	44	44143	Manzanera	16 a 64	Mujeres	141
2014	44	44143	Manzanera	65 y más	Mujeres	71
2014	44	44144	Martín del Río	0 a 15	Mujeres	32
2014	44	44144	Martín del Río	16 a 64	Mujeres	123
2014	44	44144	Martín del Río	65 y más	Mujeres	57
2014	44	44145	Mas de las Matas	0 a 15	Mujeres	69
2014	44	44145	Mas de las Matas	16 a 64	Mujeres	361
2014	44	44145	Mas de las Matas	65 y más	Mujeres	210
2014	44	44146	Mata de los Olmos (La)	0 a 15	Mujeres	16
2014	44	44146	Mata de los Olmos (La)	16 a 64	Mujeres	87
2014	44	44146	Mata de los Olmos (La)	65 y más	Mujeres	31
2014	44	44147	Mazaleón	0 a 15	Mujeres	32
2014	44	44147	Mazaleón	16 a 64	Mujeres	138
2014	44	44147	Mazaleón	65 y más	Mujeres	76
2014	44	44148	Mezquita de Jarque	0 a 15	Mujeres	4
2014	44	44148	Mezquita de Jarque	16 a 64	Mujeres	24
2014	44	44148	Mezquita de Jarque	65 y más	Mujeres	23
2014	44	44149	Mirambel	0 a 15	Mujeres	2
2014	44	44149	Mirambel	16 a 64	Mujeres	35
2014	44	44149	Mirambel	65 y más	Mujeres	16
2014	44	44150	Miravete de la Sierra	16 a 64	Mujeres	5
2014	44	44150	Miravete de la Sierra	65 y más	Mujeres	6
2014	44	44151	Molinos	0 a 15	Mujeres	11
2014	44	44151	Molinos	16 a 64	Mujeres	66
2014	44	44151	Molinos	65 y más	Mujeres	42
2014	44	44152	Monforte de Moyuela	16 a 64	Mujeres	11
2014	44	44152	Monforte de Moyuela	65 y más	Mujeres	8
2014	44	44153	Monreal del Campo	0 a 15	Mujeres	224
2014	44	44153	Monreal del Campo	16 a 64	Mujeres	809
2014	44	44153	Monreal del Campo	65 y más	Mujeres	293
2014	44	44154	Monroyo	0 a 15	Mujeres	11
2014	44	44154	Monroyo	16 a 64	Mujeres	88
2014	44	44154	Monroyo	65 y más	Mujeres	43
2014	44	44155	Montalbán	0 a 15	Mujeres	81
2014	44	44155	Montalbán	16 a 64	Mujeres	399
2014	44	44155	Montalbán	65 y más	Mujeres	181
2014	44	44156	Monteagudo del Castillo	0 a 15	Mujeres	3
2014	44	44156	Monteagudo del Castillo	16 a 64	Mujeres	15
2014	44	44156	Monteagudo del Castillo	65 y más	Mujeres	8
2014	44	44157	Monterde de Albarracín	16 a 64	Mujeres	11
2014	44	44157	Monterde de Albarracín	65 y más	Mujeres	21
2014	44	44158	Mora de Rubielos	0 a 15	Mujeres	118
2014	44	44158	Mora de Rubielos	16 a 64	Mujeres	514
2014	44	44158	Mora de Rubielos	65 y más	Mujeres	160
2014	44	44159	Moscardón	0 a 15	Mujeres	8
2014	44	44159	Moscardón	16 a 64	Mujeres	13
2014	44	44159	Moscardón	65 y más	Mujeres	8
2014	44	44160	Mosqueruela	0 a 15	Mujeres	33
2014	44	44160	Mosqueruela	16 a 64	Mujeres	139
2014	44	44160	Mosqueruela	65 y más	Mujeres	105
2014	44	44161	Muniesa	0 a 15	Mujeres	34
2014	44	44161	Muniesa	16 a 64	Mujeres	145
2014	44	44161	Muniesa	65 y más	Mujeres	128
2014	44	44163	Noguera de Albarracín	0 a 15	Mujeres	6
2014	44	44163	Noguera de Albarracín	16 a 64	Mujeres	36
2014	44	44163	Noguera de Albarracín	65 y más	Mujeres	24
2014	44	44164	Nogueras	16 a 64	Mujeres	9
2014	44	44165	Nogueruelas	0 a 15	Mujeres	8
2014	44	44165	Nogueruelas	16 a 64	Mujeres	51
2014	44	44165	Nogueruelas	65 y más	Mujeres	37
2014	44	44167	Obón	16 a 64	Mujeres	8
2014	44	44167	Obón	65 y más	Mujeres	9
2014	44	44168	Odón	0 a 15	Mujeres	9
2014	44	44168	Odón	16 a 64	Mujeres	60
2014	44	44168	Odón	65 y más	Mujeres	45
2014	44	44169	Ojos Negros	0 a 15	Mujeres	17
2014	44	44169	Ojos Negros	16 a 64	Mujeres	96
2014	44	44169	Ojos Negros	65 y más	Mujeres	75
2014	44	44171	Olba	0 a 15	Mujeres	14
2014	44	44171	Olba	16 a 64	Mujeres	76
2014	44	44171	Olba	65 y más	Mujeres	25
2014	44	44172	Oliete	0 a 15	Mujeres	16
2014	44	44172	Oliete	16 a 64	Mujeres	90
2014	44	44172	Oliete	65 y más	Mujeres	94
2014	44	44173	Olmos (Los)	0 a 15	Mujeres	8
2014	44	44173	Olmos (Los)	16 a 64	Mujeres	32
2014	44	44173	Olmos (Los)	65 y más	Mujeres	20
2014	44	44174	Orihuela del Tremedal	0 a 15	Mujeres	25
2014	44	44174	Orihuela del Tremedal	16 a 64	Mujeres	148
2014	44	44174	Orihuela del Tremedal	65 y más	Mujeres	77
2014	44	44175	Orrios	16 a 64	Mujeres	42
2014	44	44175	Orrios	65 y más	Mujeres	27
2014	44	44176	Palomar de Arroyos	0 a 15	Mujeres	4
2014	44	44176	Palomar de Arroyos	16 a 64	Mujeres	45
2014	44	44176	Palomar de Arroyos	65 y más	Mujeres	28
2014	44	44177	Pancrudo	0 a 15	Mujeres	5
2014	44	44177	Pancrudo	16 a 64	Mujeres	18
2014	44	44177	Pancrudo	65 y más	Mujeres	23
2014	44	44178	Parras de Castellote (Las)	0 a 15	Mujeres	1
2014	44	44178	Parras de Castellote (Las)	16 a 64	Mujeres	11
2014	44	44178	Parras de Castellote (Las)	65 y más	Mujeres	14
2014	44	44179	Peñarroya de Tastavins	0 a 15	Mujeres	36
2014	44	44179	Peñarroya de Tastavins	16 a 64	Mujeres	124
2014	44	44179	Peñarroya de Tastavins	65 y más	Mujeres	61
2014	44	44180	Peracense	0 a 15	Mujeres	3
2014	44	44180	Peracense	16 a 64	Mujeres	8
2014	44	44180	Peracense	65 y más	Mujeres	17
2014	44	44181	Peralejos	0 a 15	Mujeres	3
2014	44	44181	Peralejos	16 a 64	Mujeres	20
2014	44	44181	Peralejos	65 y más	Mujeres	19
2014	44	44182	Perales del Alfambra	0 a 15	Mujeres	13
2014	44	44182	Perales del Alfambra	16 a 64	Mujeres	73
2014	44	44182	Perales del Alfambra	65 y más	Mujeres	34
2014	44	44183	Pitarque	0 a 15	Mujeres	3
2014	44	44183	Pitarque	16 a 64	Mujeres	31
2014	44	44183	Pitarque	65 y más	Mujeres	13
2014	44	44184	Plou	0 a 15	Mujeres	1
2014	44	44184	Plou	16 a 64	Mujeres	9
2014	44	44184	Plou	65 y más	Mujeres	8
2014	44	44185	Pobo (El)	0 a 15	Mujeres	10
2014	44	44185	Pobo (El)	16 a 64	Mujeres	24
2014	44	44185	Pobo (El)	65 y más	Mujeres	22
2014	44	44187	Portellada (La)	0 a 15	Mujeres	12
2014	44	44187	Portellada (La)	16 a 64	Mujeres	63
2014	44	44187	Portellada (La)	65 y más	Mujeres	40
2014	44	44189	Pozondón	16 a 64	Mujeres	12
2014	44	44189	Pozondón	65 y más	Mujeres	18
2014	44	44190	Pozuel del Campo	16 a 64	Mujeres	19
2014	44	44190	Pozuel del Campo	65 y más	Mujeres	21
2014	44	44191	Puebla de Híjar (La)	0 a 15	Mujeres	56
2014	44	44191	Puebla de Híjar (La)	16 a 64	Mujeres	267
2014	44	44191	Puebla de Híjar (La)	65 y más	Mujeres	159
2014	44	44192	Puebla de Valverde (La)	0 a 15	Mujeres	44
2014	44	44192	Puebla de Valverde (La)	16 a 64	Mujeres	128
2014	44	44192	Puebla de Valverde (La)	65 y más	Mujeres	63
2014	44	44193	Puertomingalvo	0 a 15	Mujeres	8
2014	44	44193	Puertomingalvo	16 a 64	Mujeres	27
2014	44	44193	Puertomingalvo	65 y más	Mujeres	17
2014	44	44194	Ráfales	0 a 15	Mujeres	4
2014	44	44194	Ráfales	16 a 64	Mujeres	39
2014	44	44194	Ráfales	65 y más	Mujeres	24
2014	44	44195	Rillo	0 a 15	Mujeres	3
2014	44	44195	Rillo	16 a 64	Mujeres	26
2014	44	44195	Rillo	65 y más	Mujeres	18
2014	44	44196	Riodeva	0 a 15	Mujeres	7
2014	44	44196	Riodeva	16 a 64	Mujeres	35
2014	44	44196	Riodeva	65 y más	Mujeres	40
2014	44	44197	Ródenas	0 a 15	Mujeres	2
2014	44	44197	Ródenas	16 a 64	Mujeres	14
2014	44	44197	Ródenas	65 y más	Mujeres	14
2014	44	44198	Royuela	0 a 15	Mujeres	10
2014	44	44198	Royuela	16 a 64	Mujeres	54
2014	44	44198	Royuela	65 y más	Mujeres	36
2014	44	44199	Rubiales	0 a 15	Mujeres	2
2014	44	44199	Rubiales	16 a 64	Mujeres	15
2014	44	44199	Rubiales	65 y más	Mujeres	5
2014	44	44200	Rubielos de la Cérida	16 a 64	Mujeres	12
2014	44	44200	Rubielos de la Cérida	65 y más	Mujeres	7
2014	44	44201	Rubielos de Mora	0 a 15	Mujeres	45
2014	44	44201	Rubielos de Mora	16 a 64	Mujeres	215
2014	44	44201	Rubielos de Mora	65 y más	Mujeres	82
2014	44	44203	Salcedillo	16 a 64	Mujeres	1
2014	44	44203	Salcedillo	65 y más	Mujeres	1
2014	44	44204	Saldón	0 a 15	Mujeres	1
2014	44	44204	Saldón	16 a 64	Mujeres	4
2014	44	44204	Saldón	65 y más	Mujeres	6
2014	44	44205	Samper de Calanda	0 a 15	Mujeres	40
2014	44	44205	Samper de Calanda	16 a 64	Mujeres	211
2014	44	44205	Samper de Calanda	65 y más	Mujeres	184
2014	44	44206	San Agustín	0 a 15	Mujeres	6
2014	44	44206	San Agustín	16 a 64	Mujeres	28
2014	44	44206	San Agustín	65 y más	Mujeres	18
2014	44	44207	San Martín del Río	0 a 15	Mujeres	6
2014	44	44207	San Martín del Río	16 a 64	Mujeres	29
2014	44	44207	San Martín del Río	65 y más	Mujeres	54
2014	44	44208	Santa Cruz de Nogueras	0 a 15	Mujeres	1
2014	44	44208	Santa Cruz de Nogueras	16 a 64	Mujeres	14
2014	44	44208	Santa Cruz de Nogueras	65 y más	Mujeres	6
2014	44	44209	Santa Eulalia	0 a 15	Mujeres	48
2014	44	44209	Santa Eulalia	16 a 64	Mujeres	295
2014	44	44209	Santa Eulalia	65 y más	Mujeres	208
2014	44	44210	Sarrión	0 a 15	Mujeres	79
2014	44	44210	Sarrión	16 a 64	Mujeres	344
2014	44	44210	Sarrión	65 y más	Mujeres	114
2014	44	44211	Segura de los Baños	16 a 64	Mujeres	4
2014	44	44211	Segura de los Baños	65 y más	Mujeres	10
2014	44	44212	Seno	16 a 64	Mujeres	10
2014	44	44212	Seno	65 y más	Mujeres	10
2014	44	44213	Singra	0 a 15	Mujeres	1
2014	44	44213	Singra	16 a 64	Mujeres	17
2014	44	44213	Singra	65 y más	Mujeres	15
2014	44	44215	Terriente	0 a 15	Mujeres	4
2014	44	44215	Terriente	16 a 64	Mujeres	43
2014	44	44215	Terriente	65 y más	Mujeres	30
2014	44	44216	Teruel	0 a 15	Mujeres	2848
2014	44	44216	Teruel	16 a 64	Mujeres	11898
2014	44	44216	Teruel	65 y más	Mujeres	3777
2014	44	44217	Toril y Masegoso	16 a 64	Mujeres	1
2014	44	44217	Toril y Masegoso	65 y más	Mujeres	4
2014	44	44218	Tormón	16 a 64	Mujeres	2
2014	44	44218	Tormón	65 y más	Mujeres	8
2014	44	44219	Tornos	0 a 15	Mujeres	8
2014	44	44219	Tornos	16 a 64	Mujeres	51
2014	44	44219	Tornos	65 y más	Mujeres	51
2014	44	44220	Torralba de los Sisones	0 a 15	Mujeres	11
2014	44	44220	Torralba de los Sisones	16 a 64	Mujeres	41
2014	44	44220	Torralba de los Sisones	65 y más	Mujeres	24
2014	44	44221	Torrecilla de Alcañiz	0 a 15	Mujeres	19
2014	44	44221	Torrecilla de Alcañiz	16 a 64	Mujeres	107
2014	44	44221	Torrecilla de Alcañiz	65 y más	Mujeres	70
2014	44	44222	Torrecilla del Rebollar	16 a 64	Mujeres	23
2014	44	44222	Torrecilla del Rebollar	65 y más	Mujeres	33
2014	44	44223	Torre de Arcas	0 a 15	Mujeres	5
2014	44	44223	Torre de Arcas	16 a 64	Mujeres	26
2014	44	44223	Torre de Arcas	65 y más	Mujeres	13
2014	44	44224	Torre de las Arcas	0 a 15	Mujeres	2
2014	44	44224	Torre de las Arcas	16 a 64	Mujeres	8
2014	44	44224	Torre de las Arcas	65 y más	Mujeres	4
2014	44	44225	Torre del Compte	0 a 15	Mujeres	6
2014	44	44225	Torre del Compte	16 a 64	Mujeres	41
2014	44	44225	Torre del Compte	65 y más	Mujeres	23
2014	44	44226	Torrelacárcel	0 a 15	Mujeres	7
2014	44	44226	Torrelacárcel	16 a 64	Mujeres	33
2014	44	44226	Torrelacárcel	65 y más	Mujeres	54
2014	44	44227	Torre los Negros	0 a 15	Mujeres	5
2014	44	44227	Torre los Negros	16 a 64	Mujeres	23
2014	44	44227	Torre los Negros	65 y más	Mujeres	17
2014	44	44228	Torremocha de Jiloca	0 a 15	Mujeres	2
2014	44	44228	Torremocha de Jiloca	16 a 64	Mujeres	25
2014	44	44228	Torremocha de Jiloca	65 y más	Mujeres	29
2014	44	44229	Torres de Albarracín	0 a 15	Mujeres	9
2014	44	44229	Torres de Albarracín	16 a 64	Mujeres	43
2014	44	44229	Torres de Albarracín	65 y más	Mujeres	25
2014	44	44230	Torrevelilla	0 a 15	Mujeres	12
2014	44	44230	Torrevelilla	16 a 64	Mujeres	50
2014	44	44230	Torrevelilla	65 y más	Mujeres	41
2014	44	44231	Torrijas	0 a 15	Mujeres	4
2014	44	44231	Torrijas	16 a 64	Mujeres	14
2014	44	44231	Torrijas	65 y más	Mujeres	7
2014	44	44232	Torrijo del Campo	0 a 15	Mujeres	19
2014	44	44232	Torrijo del Campo	16 a 64	Mujeres	128
2014	44	44232	Torrijo del Campo	65 y más	Mujeres	94
2014	44	44234	Tramacastiel	0 a 15	Mujeres	1
2014	44	44234	Tramacastiel	16 a 64	Mujeres	17
2014	44	44234	Tramacastiel	65 y más	Mujeres	13
2014	44	44235	Tramacastilla	0 a 15	Mujeres	11
2014	44	44235	Tramacastilla	16 a 64	Mujeres	31
2014	44	44235	Tramacastilla	65 y más	Mujeres	21
