Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Abril 2009	Aragón		No consta		No consta	Mujeres	6
Abril 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31581
Abril 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2246
Abril 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	572
Abril 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3286
Abril 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	13
Marzo 2009	Aragón		No consta		No consta	Hombres	3
Marzo 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	28786
Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4590
Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1090
Marzo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8388
Marzo 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	16
Marzo 2009	Aragón		No consta		No consta	Mujeres	6
Marzo 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31031
Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2298
Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	560
Marzo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3146
Marzo 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	9
Febrero 2009	Aragón		No consta		No consta	Hombres	3
Febrero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	27631
Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4405
Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1046
Febrero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8233
Febrero 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	19
Febrero 2009	Aragón		No consta		No consta	Mujeres	4
Febrero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	29901
Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2187
Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	542
Febrero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3005
Febrero 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Enero 2009	Aragón		No consta		No consta	Hombres	3
Enero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	26270
Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4064
Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1030
Enero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8047
Enero 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	16
Enero 2009	Aragón		No consta		No consta	Mujeres	3
Enero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	28572
Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1875
Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	533
Enero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2868
Enero 2009	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Diciembre 2008	Aragón		No consta		No consta	Hombres	4
Diciembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	24353
Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3634
Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	997
Diciembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7631
Diciembre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	12
Diciembre 2008	Aragón		No consta		No consta	Mujeres	3
Diciembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	26171
Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1376
Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	490
Diciembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2586
Diciembre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	9
Noviembre 2008	Aragón		No consta		No consta	Hombres	4
Noviembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	21864
Noviembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3059
Noviembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	912
Noviembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6810
Noviembre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	15
Noviembre 2008	Aragón		No consta		No consta	Mujeres	3
Noviembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	25449
Noviembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1301
Noviembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	471
Noviembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2542
Noviembre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	11
Octubre 2008	Aragón		No consta		No consta	Hombres	3
Octubre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	20251
Octubre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2651
Octubre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	777
Octubre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5975
Octubre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	17
Octubre 2008	Aragón		No consta		No consta	Mujeres	4
Octubre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	24858
Octubre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1124
Octubre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	429
Octubre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2230
Octubre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	12
Septiembre 2008	Aragón		No consta		No consta	Hombres	1
Septiembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	17332
Septiembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2298
Septiembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	698
Septiembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5168
Septiembre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	20
Septiembre 2008	Aragón		No consta		No consta	Mujeres	5
Septiembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22215
Septiembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	913
Septiembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	336
Septiembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1820
Septiembre 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	12
Agosto 2008	Aragón		No consta		No consta	Hombres	1
Agosto 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	15791
Agosto 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2039
Agosto 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	632
Agosto 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4533
Agosto 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	21
Agosto 2008	Aragón		No consta		No consta	Mujeres	5
Agosto 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20681
Agosto 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	797
Agosto 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	273
Agosto 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1391
Agosto 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	21
Julio 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	14666
Julio 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1775
Julio 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	617
Julio 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4164
Julio 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	22
Julio 2008	Aragón		No consta		No consta	Mujeres	6
Julio 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20066
Julio 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	760
Julio 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	269
Julio 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1422
Julio 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	20
Junio 2008	Aragón		No consta		No consta	Hombres	2
Junio 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13689
Junio 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1448
Junio 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	486
Junio 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3660
Junio 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	12
Junio 2008	Aragón		No consta		No consta	Mujeres	7
Junio 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19930
Junio 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	743
Junio 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	266
Junio 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1432
Junio 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	12
Mayo 2008	Aragón		No consta		No consta	Hombres	1
Mayo 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13136
Mayo 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1141
Mayo 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	413
Mayo 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3181
Mayo 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	15
Mayo 2008	Aragón		No consta		No consta	Mujeres	7
Mayo 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20296
Mayo 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	773
Mayo 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	285
Mayo 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1624
Mayo 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	9
Abril 2008	Aragón		No consta		No consta	Hombres	2
Abril 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13260
Abril 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1005
Abril 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	398
Abril 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3429
Abril 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	8
Abril 2008	Aragón		No consta		No consta	Mujeres	4
Abril 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21375
Abril 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	824
Abril 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	314
Abril 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1777
Abril 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
Marzo 2008	Aragón		No consta		No consta	Hombres	2
Marzo 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12856
Marzo 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	855
Marzo 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	338
Marzo 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3390
Marzo 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	10
Marzo 2008	Aragón		No consta		No consta	Mujeres	3
Marzo 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21392
Marzo 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	786
Marzo 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	320
Marzo 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1778
Marzo 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	7
Febrero 2008	Aragón		No consta		No consta	Hombres	3
Febrero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12508
Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	895
Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	332
Febrero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3742
Febrero 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	11
Febrero 2008	Aragón		No consta		No consta	Mujeres	3
Febrero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21204
Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	936
Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	360
Febrero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2027
Febrero 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	8
Enero 2008	Aragón		No consta		No consta	Hombres	3
Enero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12394
Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	845
Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	288
Enero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3449
Enero 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	11
Enero 2008	Aragón		No consta		No consta	Mujeres	4
Enero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21181
Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	806
Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	332
Enero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1868
Enero 2008	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	11
Diciembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11932
Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	785
Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	257
Diciembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2941
Diciembre 2007	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	14
Diciembre 2007	Aragón		No consta		No consta	Mujeres	3
Diciembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19984
Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	645
Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	274
Diciembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1533
Diciembre 2007	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Noviembre 2007	Aragón		No consta		No consta	Hombres	2
Noviembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11342
Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	625
Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	237
Noviembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2439
Noviembre 2007	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	10
Noviembre 2007	Aragón		No consta		No consta	Mujeres	2
Noviembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20178
Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	635
Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	293
Noviembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1599
Noviembre 2007	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	9
Octubre 2007	Aragón		No consta		No consta	Hombres	2
Octubre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11140
Octubre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	626
