Mes y año	Comarca código	Comarca nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Hombres	27
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Mujeres	43
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Hombres	23
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Mujeres	43
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Hombres	25
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Mujeres	66
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Hombres	25
Agosto 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Mujeres	66
Agosto 2019	20	Comunidad de Calatayud	16-19	Hombres	18
Agosto 2019	20	Comunidad de Calatayud	16-19	Mujeres	8
Agosto 2019	20	Comunidad de Calatayud	20-24	Hombres	31
Agosto 2019	20	Comunidad de Calatayud	20-24	Mujeres	42
Agosto 2019	20	Comunidad de Calatayud	25-29	Hombres	59
Agosto 2019	20	Comunidad de Calatayud	25-29	Mujeres	70
Agosto 2019	20	Comunidad de Calatayud	30-34	Hombres	42
Agosto 2019	20	Comunidad de Calatayud	30-34	Mujeres	82
Agosto 2019	20	Comunidad de Calatayud	35-39	Hombres	49
Agosto 2019	20	Comunidad de Calatayud	35-39	Mujeres	95
Agosto 2019	20	Comunidad de Calatayud	40-44	Hombres	67
Agosto 2019	20	Comunidad de Calatayud	40-44	Mujeres	103
Agosto 2019	20	Comunidad de Calatayud	45-49	Hombres	80
Agosto 2019	20	Comunidad de Calatayud	45-49	Mujeres	112
Agosto 2019	20	Comunidad de Calatayud	50-54	Hombres	92
Agosto 2019	20	Comunidad de Calatayud	50-54	Mujeres	143
Agosto 2019	20	Comunidad de Calatayud	55-59	Hombres	115
Agosto 2019	20	Comunidad de Calatayud	55-59	Mujeres	146
Agosto 2019	20	Comunidad de Calatayud	60-64	Hombres	95
Agosto 2019	20	Comunidad de Calatayud	60-64	Mujeres	121
Agosto 2019	21	Campo de Cariñena	16-19	Hombres	5
Agosto 2019	21	Campo de Cariñena	16-19	Mujeres	2
Agosto 2019	21	Campo de Cariñena	20-24	Hombres	13
Agosto 2019	21	Campo de Cariñena	20-24	Mujeres	6
Agosto 2019	21	Campo de Cariñena	25-29	Hombres	6
Agosto 2019	21	Campo de Cariñena	25-29	Mujeres	24
Agosto 2019	21	Campo de Cariñena	30-34	Hombres	10
Agosto 2019	21	Campo de Cariñena	30-34	Mujeres	20
Agosto 2019	21	Campo de Cariñena	35-39	Hombres	11
Agosto 2019	21	Campo de Cariñena	35-39	Mujeres	14
Agosto 2019	21	Campo de Cariñena	40-44	Hombres	16
Agosto 2019	21	Campo de Cariñena	40-44	Mujeres	22
Agosto 2019	21	Campo de Cariñena	45-49	Hombres	11
Agosto 2019	21	Campo de Cariñena	45-49	Mujeres	21
Agosto 2019	21	Campo de Cariñena	50-54	Hombres	15
Agosto 2019	21	Campo de Cariñena	50-54	Mujeres	17
Agosto 2019	21	Campo de Cariñena	55-59	Hombres	21
Agosto 2019	21	Campo de Cariñena	55-59	Mujeres	27
Agosto 2019	21	Campo de Cariñena	60-64	Hombres	21
Agosto 2019	21	Campo de Cariñena	60-64	Mujeres	35
Agosto 2019	22	Campo de Belchite	16-19	Hombres	1
Agosto 2019	22	Campo de Belchite	16-19	Mujeres	1
Agosto 2019	22	Campo de Belchite	20-24	Hombres	5
Agosto 2019	22	Campo de Belchite	20-24	Mujeres	4
Agosto 2019	22	Campo de Belchite	25-29	Hombres	2
Agosto 2019	22	Campo de Belchite	25-29	Mujeres	3
Agosto 2019	22	Campo de Belchite	30-34	Hombres	1
Agosto 2019	22	Campo de Belchite	30-34	Mujeres	2
Agosto 2019	22	Campo de Belchite	35-39	Hombres	5
Agosto 2019	22	Campo de Belchite	35-39	Mujeres	5
Agosto 2019	22	Campo de Belchite	40-44	Hombres	4
Agosto 2019	22	Campo de Belchite	40-44	Mujeres	6
Agosto 2019	22	Campo de Belchite	45-49	Hombres	8
Agosto 2019	22	Campo de Belchite	45-49	Mujeres	7
Agosto 2019	22	Campo de Belchite	50-54	Hombres	6
Agosto 2019	22	Campo de Belchite	50-54	Mujeres	14
Agosto 2019	22	Campo de Belchite	55-59	Hombres	13
Agosto 2019	22	Campo de Belchite	55-59	Mujeres	13
Agosto 2019	22	Campo de Belchite	60-64	Hombres	9
Agosto 2019	22	Campo de Belchite	60-64	Mujeres	15
Agosto 2019	23	Bajo Martín	16-19	Hombres	5
Agosto 2019	23	Bajo Martín	16-19	Mujeres	3
Agosto 2019	23	Bajo Martín	20-24	Hombres	13
Agosto 2019	23	Bajo Martín	20-24	Mujeres	3
Agosto 2019	23	Bajo Martín	25-29	Hombres	14
Agosto 2019	23	Bajo Martín	25-29	Mujeres	12
Agosto 2019	23	Bajo Martín	30-34	Hombres	6
Agosto 2019	23	Bajo Martín	30-34	Mujeres	19
Agosto 2019	23	Bajo Martín	35-39	Hombres	8
Agosto 2019	23	Bajo Martín	35-39	Mujeres	6
Agosto 2019	23	Bajo Martín	40-44	Hombres	4
Agosto 2019	23	Bajo Martín	40-44	Mujeres	6
Agosto 2019	23	Bajo Martín	45-49	Hombres	16
Agosto 2019	23	Bajo Martín	45-49	Mujeres	14
Agosto 2019	23	Bajo Martín	50-54	Hombres	16
Agosto 2019	23	Bajo Martín	50-54	Mujeres	20
Agosto 2019	23	Bajo Martín	55-59	Hombres	15
Agosto 2019	23	Bajo Martín	55-59	Mujeres	30
Agosto 2019	23	Bajo Martín	60-64	Hombres	20
Agosto 2019	23	Bajo Martín	60-64	Mujeres	21
Agosto 2019	24	Campo de Daroca	16-19	Hombres	2
Agosto 2019	24	Campo de Daroca	20-24	Hombres	4
Agosto 2019	24	Campo de Daroca	20-24	Mujeres	4
Agosto 2019	24	Campo de Daroca	25-29	Hombres	3
Agosto 2019	24	Campo de Daroca	25-29	Mujeres	6
Agosto 2019	24	Campo de Daroca	30-34	Hombres	6
Agosto 2019	24	Campo de Daroca	30-34	Mujeres	12
Agosto 2019	24	Campo de Daroca	35-39	Hombres	6
Agosto 2019	24	Campo de Daroca	35-39	Mujeres	8
Agosto 2019	24	Campo de Daroca	40-44	Hombres	5
Agosto 2019	24	Campo de Daroca	40-44	Mujeres	12
Agosto 2019	24	Campo de Daroca	45-49	Hombres	6
Agosto 2019	24	Campo de Daroca	45-49	Mujeres	7
Agosto 2019	24	Campo de Daroca	50-54	Hombres	7
Agosto 2019	24	Campo de Daroca	50-54	Mujeres	5
Agosto 2019	24	Campo de Daroca	55-59	Hombres	8
Agosto 2019	24	Campo de Daroca	55-59	Mujeres	13
Agosto 2019	24	Campo de Daroca	60-64	Hombres	11
Agosto 2019	24	Campo de Daroca	60-64	Mujeres	9
Agosto 2019	25	Jiloca	16-19	Hombres	4
Agosto 2019	25	Jiloca	16-19	Mujeres	4
Agosto 2019	25	Jiloca	20-24	Hombres	8
Agosto 2019	25	Jiloca	20-24	Mujeres	9
Agosto 2019	25	Jiloca	25-29	Hombres	19
Agosto 2019	25	Jiloca	25-29	Mujeres	29
Agosto 2019	25	Jiloca	30-34	Hombres	10
Agosto 2019	25	Jiloca	30-34	Mujeres	26
Agosto 2019	25	Jiloca	35-39	Hombres	12
Agosto 2019	25	Jiloca	35-39	Mujeres	23
Agosto 2019	25	Jiloca	40-44	Hombres	11
Agosto 2019	25	Jiloca	40-44	Mujeres	21
Agosto 2019	25	Jiloca	45-49	Hombres	10
Agosto 2019	25	Jiloca	45-49	Mujeres	13
Agosto 2019	25	Jiloca	50-54	Hombres	20
Agosto 2019	25	Jiloca	50-54	Mujeres	19
Agosto 2019	25	Jiloca	55-59	Hombres	20
Agosto 2019	25	Jiloca	55-59	Mujeres	23
Agosto 2019	25	Jiloca	60-64	Hombres	19
Agosto 2019	25	Jiloca	60-64	Mujeres	23
Agosto 2019	26	Cuencas Mineras	16-19	Hombres	3
Agosto 2019	26	Cuencas Mineras	16-19	Mujeres	4
Agosto 2019	26	Cuencas Mineras	20-24	Hombres	17
Agosto 2019	26	Cuencas Mineras	20-24	Mujeres	10
Agosto 2019	26	Cuencas Mineras	25-29	Hombres	13
Agosto 2019	26	Cuencas Mineras	25-29	Mujeres	16
Agosto 2019	26	Cuencas Mineras	30-34	Hombres	18
Agosto 2019	26	Cuencas Mineras	30-34	Mujeres	21
Agosto 2019	26	Cuencas Mineras	35-39	Hombres	18
Agosto 2019	26	Cuencas Mineras	35-39	Mujeres	18
Agosto 2019	26	Cuencas Mineras	40-44	Hombres	6
Agosto 2019	26	Cuencas Mineras	40-44	Mujeres	16
Agosto 2019	26	Cuencas Mineras	45-49	Hombres	14
Agosto 2019	26	Cuencas Mineras	45-49	Mujeres	17
Agosto 2019	26	Cuencas Mineras	50-54	Hombres	19
Agosto 2019	26	Cuencas Mineras	50-54	Mujeres	33
Agosto 2019	26	Cuencas Mineras	55-59	Hombres	15
Agosto 2019	26	Cuencas Mineras	55-59	Mujeres	33
Agosto 2019	26	Cuencas Mineras	60-64	Hombres	10
Agosto 2019	26	Cuencas Mineras	60-64	Mujeres	29
Agosto 2019	27	Andorra-Sierra de Arcos	16-19	Hombres	4
Agosto 2019	27	Andorra-Sierra de Arcos	16-19	Mujeres	8
Agosto 2019	27	Andorra-Sierra de Arcos	20-24	Hombres	7
Agosto 2019	27	Andorra-Sierra de Arcos	20-24	Mujeres	13
Agosto 2019	27	Andorra-Sierra de Arcos	25-29	Hombres	21
Agosto 2019	27	Andorra-Sierra de Arcos	25-29	Mujeres	32
Agosto 2019	27	Andorra-Sierra de Arcos	30-34	Hombres	10
Agosto 2019	27	Andorra-Sierra de Arcos	30-34	Mujeres	29
Agosto 2019	27	Andorra-Sierra de Arcos	35-39	Hombres	23
Agosto 2019	27	Andorra-Sierra de Arcos	35-39	Mujeres	40
Agosto 2019	27	Andorra-Sierra de Arcos	40-44	Hombres	33
Agosto 2019	27	Andorra-Sierra de Arcos	40-44	Mujeres	31
Agosto 2019	27	Andorra-Sierra de Arcos	45-49	Hombres	47
Agosto 2019	27	Andorra-Sierra de Arcos	45-49	Mujeres	30
Agosto 2019	27	Andorra-Sierra de Arcos	50-54	Hombres	31
Agosto 2019	27	Andorra-Sierra de Arcos	50-54	Mujeres	34
Agosto 2019	27	Andorra-Sierra de Arcos	55-59	Hombres	20
Agosto 2019	27	Andorra-Sierra de Arcos	55-59	Mujeres	36
Agosto 2019	27	Andorra-Sierra de Arcos	60-64	Hombres	11
Agosto 2019	27	Andorra-Sierra de Arcos	60-64	Mujeres	17
Agosto 2019	28	Bajo Aragón	16-19	Hombres	31
Agosto 2019	28	Bajo Aragón	16-19	Mujeres	21
Agosto 2019	28	Bajo Aragón	20-24	Hombres	50
Agosto 2019	28	Bajo Aragón	20-24	Mujeres	46
Agosto 2019	28	Bajo Aragón	25-29	Hombres	44
Agosto 2019	28	Bajo Aragón	25-29	Mujeres	69
Agosto 2019	28	Bajo Aragón	30-34	Hombres	36
Agosto 2019	28	Bajo Aragón	30-34	Mujeres	87
Agosto 2019	28	Bajo Aragón	35-39	Hombres	46
Agosto 2019	28	Bajo Aragón	35-39	Mujeres	82
Agosto 2019	28	Bajo Aragón	40-44	Hombres	47
Agosto 2019	28	Bajo Aragón	40-44	Mujeres	92
Agosto 2019	28	Bajo Aragón	45-49	Hombres	55
Agosto 2019	28	Bajo Aragón	45-49	Mujeres	81
Agosto 2019	28	Bajo Aragón	50-54	Hombres	53
Agosto 2019	28	Bajo Aragón	50-54	Mujeres	81
Agosto 2019	28	Bajo Aragón	55-59	Hombres	58
Agosto 2019	28	Bajo Aragón	55-59	Mujeres	75
Agosto 2019	28	Bajo Aragón	60-64	Hombres	54
Agosto 2019	28	Bajo Aragón	60-64	Mujeres	72
Agosto 2019	29	Comunidad de Teruel	16-19	Hombres	54
Agosto 2019	29	Comunidad de Teruel	16-19	Mujeres	11
Agosto 2019	29	Comunidad de Teruel	20-24	Hombres	57
Agosto 2019	29	Comunidad de Teruel	20-24	Mujeres	63
Agosto 2019	29	Comunidad de Teruel	25-29	Hombres	90
Agosto 2019	29	Comunidad de Teruel	25-29	Mujeres	96
Agosto 2019	29	Comunidad de Teruel	30-34	Hombres	65
Agosto 2019	29	Comunidad de Teruel	30-34	Mujeres	108
Agosto 2019	29	Comunidad de Teruel	35-39	Hombres	64
Agosto 2019	29	Comunidad de Teruel	35-39	Mujeres	118
Agosto 2019	29	Comunidad de Teruel	40-44	Hombres	75
Agosto 2019	29	Comunidad de Teruel	40-44	Mujeres	112
Agosto 2019	29	Comunidad de Teruel	45-49	Hombres	65
Agosto 2019	29	Comunidad de Teruel	45-49	Mujeres	109
Agosto 2019	29	Comunidad de Teruel	50-54	Hombres	72
Agosto 2019	29	Comunidad de Teruel	50-54	Mujeres	106
Agosto 2019	29	Comunidad de Teruel	55-59	Hombres	97
Agosto 2019	29	Comunidad de Teruel	55-59	Mujeres	123
Agosto 2019	29	Comunidad de Teruel	60-64	Hombres	85
Agosto 2019	29	Comunidad de Teruel	60-64	Mujeres	127
Agosto 2019	30	Maestrazgo	20-24	Hombres	1
Agosto 2019	30	Maestrazgo	20-24	Mujeres	4
Agosto 2019	30	Maestrazgo	25-29	Hombres	4
Agosto 2019	30	Maestrazgo	25-29	Mujeres	8
Agosto 2019	30	Maestrazgo	30-34	Hombres	3
Agosto 2019	30	Maestrazgo	30-34	Mujeres	6
Agosto 2019	30	Maestrazgo	35-39	Hombres	1
Agosto 2019	30	Maestrazgo	35-39	Mujeres	6
Agosto 2019	30	Maestrazgo	40-44	Hombres	5
Agosto 2019	30	Maestrazgo	40-44	Mujeres	3
Agosto 2019	30	Maestrazgo	45-49	Hombres	2
Agosto 2019	30	Maestrazgo	45-49	Mujeres	3
Agosto 2019	30	Maestrazgo	50-54	Hombres	6
Agosto 2019	30	Maestrazgo	55-59	Hombres	7
Agosto 2019	30	Maestrazgo	55-59	Mujeres	10
Agosto 2019	30	Maestrazgo	60-64	Hombres	8
Agosto 2019	30	Maestrazgo	60-64	Mujeres	12
Agosto 2019	31	Sierra de Albarracín	16-19	Hombres	1
Agosto 2019	31	Sierra de Albarracín	16-19	Mujeres	1
Agosto 2019	31	Sierra de Albarracín	20-24	Hombres	3
Agosto 2019	31	Sierra de Albarracín	20-24	Mujeres	2
Agosto 2019	31	Sierra de Albarracín	25-29	Hombres	3
Agosto 2019	31	Sierra de Albarracín	25-29	Mujeres	10
Agosto 2019	31	Sierra de Albarracín	30-34	Hombres	2
Agosto 2019	31	Sierra de Albarracín	30-34	Mujeres	3
Agosto 2019	31	Sierra de Albarracín	35-39	Hombres	3
Agosto 2019	31	Sierra de Albarracín	35-39	Mujeres	1
Agosto 2019	31	Sierra de Albarracín	40-44	Hombres	3
Agosto 2019	31	Sierra de Albarracín	40-44	Mujeres	2
Agosto 2019	31	Sierra de Albarracín	45-49	Hombres	4
Agosto 2019	31	Sierra de Albarracín	45-49	Mujeres	6
Agosto 2019	31	Sierra de Albarracín	50-54	Hombres	6
Agosto 2019	31	Sierra de Albarracín	50-54	Mujeres	6
Agosto 2019	31	Sierra de Albarracín	55-59	Hombres	6
Agosto 2019	31	Sierra de Albarracín	55-59	Mujeres	9
Agosto 2019	31	Sierra de Albarracín	60-64	Hombres	7
Agosto 2019	31	Sierra de Albarracín	60-64	Mujeres	3
Agosto 2019	32	Gúdar-Javalambre	16-19	Hombres	6
Agosto 2019	32	Gúdar-Javalambre	20-24	Hombres	6
Agosto 2019	32	Gúdar-Javalambre	20-24	Mujeres	3
Agosto 2019	32	Gúdar-Javalambre	25-29	Hombres	7
Agosto 2019	32	Gúdar-Javalambre	25-29	Mujeres	15
Agosto 2019	32	Gúdar-Javalambre	30-34	Hombres	7
Agosto 2019	32	Gúdar-Javalambre	30-34	Mujeres	20
Agosto 2019	32	Gúdar-Javalambre	35-39	Hombres	10
Agosto 2019	32	Gúdar-Javalambre	35-39	Mujeres	15
Agosto 2019	32	Gúdar-Javalambre	40-44	Hombres	10
Agosto 2019	32	Gúdar-Javalambre	40-44	Mujeres	15
Agosto 2019	32	Gúdar-Javalambre	45-49	Hombres	8
Agosto 2019	32	Gúdar-Javalambre	45-49	Mujeres	15
Agosto 2019	32	Gúdar-Javalambre	50-54	Hombres	12
Agosto 2019	32	Gúdar-Javalambre	50-54	Mujeres	19
Agosto 2019	32	Gúdar-Javalambre	55-59	Hombres	18
Agosto 2019	32	Gúdar-Javalambre	55-59	Mujeres	24
Agosto 2019	32	Gúdar-Javalambre	60-64	Hombres	17
Agosto 2019	32	Gúdar-Javalambre	60-64	Mujeres	33
Agosto 2019	33	Matarraña / Matarranya	16-19	Hombres	2
Agosto 2019	33	Matarraña / Matarranya	16-19	Mujeres	1
Agosto 2019	33	Matarraña / Matarranya	20-24	Hombres	7
Agosto 2019	33	Matarraña / Matarranya	20-24	Mujeres	6
Agosto 2019	33	Matarraña / Matarranya	25-29	Hombres	9
Agosto 2019	33	Matarraña / Matarranya	25-29	Mujeres	13
Agosto 2019	33	Matarraña / Matarranya	30-34	Hombres	7
Agosto 2019	33	Matarraña / Matarranya	30-34	Mujeres	17
Agosto 2019	33	Matarraña / Matarranya	35-39	Hombres	9
Agosto 2019	33	Matarraña / Matarranya	35-39	Mujeres	10
Agosto 2019	33	Matarraña / Matarranya	40-44	Hombres	6
Agosto 2019	33	Matarraña / Matarranya	40-44	Mujeres	16
Agosto 2019	33	Matarraña / Matarranya	45-49	Hombres	11
Agosto 2019	33	Matarraña / Matarranya	45-49	Mujeres	12
Agosto 2019	33	Matarraña / Matarranya	50-54	Hombres	11
Agosto 2019	33	Matarraña / Matarranya	50-54	Mujeres	20
Agosto 2019	33	Matarraña / Matarranya	55-59	Hombres	17
Agosto 2019	33	Matarraña / Matarranya	55-59	Mujeres	15
Agosto 2019	33	Matarraña / Matarranya	60-64	Hombres	20
Agosto 2019	33	Matarraña / Matarranya	60-64	Mujeres	19
Julio 2019	01	La Jacetania	16-19	Hombres	14
Julio 2019	01	La Jacetania	16-19	Mujeres	9
Julio 2019	01	La Jacetania	20-24	Hombres	29
Julio 2019	01	La Jacetania	20-24	Mujeres	14
Julio 2019	01	La Jacetania	25-29	Hombres	14
Julio 2019	01	La Jacetania	25-29	Mujeres	26
Julio 2019	01	La Jacetania	30-34	Hombres	34
Julio 2019	01	La Jacetania	30-34	Mujeres	35
Julio 2019	01	La Jacetania	35-39	Hombres	10
Julio 2019	01	La Jacetania	35-39	Mujeres	36
Julio 2019	01	La Jacetania	40-44	Hombres	18
Julio 2019	01	La Jacetania	40-44	Mujeres	37
Julio 2019	01	La Jacetania	45-49	Hombres	19
Julio 2019	01	La Jacetania	45-49	Mujeres	26
Julio 2019	01	La Jacetania	50-54	Hombres	28
Julio 2019	01	La Jacetania	50-54	Mujeres	31
Julio 2019	01	La Jacetania	55-59	Hombres	25
Julio 2019	01	La Jacetania	55-59	Mujeres	38
Julio 2019	01	La Jacetania	60-64	Hombres	28
Julio 2019	01	La Jacetania	60-64	Mujeres	40
Julio 2019	02	Alto Gállego	16-19	Hombres	8
Julio 2019	02	Alto Gállego	16-19	Mujeres	6
Julio 2019	02	Alto Gállego	20-24	Hombres	12
Julio 2019	02	Alto Gállego	20-24	Mujeres	6
Julio 2019	02	Alto Gállego	25-29	Hombres	14
Julio 2019	02	Alto Gállego	25-29	Mujeres	12
Julio 2019	02	Alto Gállego	30-34	Hombres	13
Julio 2019	02	Alto Gállego	30-34	Mujeres	24
Julio 2019	02	Alto Gállego	35-39	Hombres	29
Julio 2019	02	Alto Gállego	35-39	Mujeres	21
Julio 2019	02	Alto Gállego	40-44	Hombres	13
Julio 2019	02	Alto Gállego	40-44	Mujeres	27
Julio 2019	02	Alto Gállego	45-49	Hombres	23
Julio 2019	02	Alto Gállego	45-49	Mujeres	25
Julio 2019	02	Alto Gállego	50-54	Hombres	30
Julio 2019	02	Alto Gállego	50-54	Mujeres	18
Julio 2019	02	Alto Gállego	55-59	Hombres	36
Julio 2019	02	Alto Gállego	55-59	Mujeres	38
Julio 2019	02	Alto Gállego	60-64	Hombres	26
Julio 2019	02	Alto Gállego	60-64	Mujeres	31
Julio 2019	03	Sobrarbe	16-19	Hombres	1
Julio 2019	03	Sobrarbe	16-19	Mujeres	1
Julio 2019	03	Sobrarbe	20-24	Hombres	2
Julio 2019	03	Sobrarbe	20-24	Mujeres	3
Julio 2019	03	Sobrarbe	25-29	Hombres	2
Julio 2019	03	Sobrarbe	25-29	Mujeres	4
Julio 2019	03	Sobrarbe	30-34	Hombres	6
Julio 2019	03	Sobrarbe	30-34	Mujeres	5
Julio 2019	03	Sobrarbe	35-39	Hombres	2
Julio 2019	03	Sobrarbe	35-39	Mujeres	9
Julio 2019	03	Sobrarbe	40-44	Hombres	4
Julio 2019	03	Sobrarbe	40-44	Mujeres	8
Julio 2019	03	Sobrarbe	45-49	Hombres	7
Julio 2019	03	Sobrarbe	45-49	Mujeres	9
Julio 2019	03	Sobrarbe	50-54	Hombres	15
Julio 2019	03	Sobrarbe	50-54	Mujeres	9
Julio 2019	03	Sobrarbe	55-59	Hombres	14
Julio 2019	03	Sobrarbe	55-59	Mujeres	4
Julio 2019	03	Sobrarbe	60-64	Hombres	14
Julio 2019	03	Sobrarbe	60-64	Mujeres	8
Julio 2019	04	La Ribagorza	16-19	Hombres	3
Julio 2019	04	La Ribagorza	16-19	Mujeres	1
Julio 2019	04	La Ribagorza	20-24	Hombres	3
Julio 2019	04	La Ribagorza	20-24	Mujeres	5
Julio 2019	04	La Ribagorza	25-29	Hombres	3
Julio 2019	04	La Ribagorza	25-29	Mujeres	5
Julio 2019	04	La Ribagorza	30-34	Hombres	11
Julio 2019	04	La Ribagorza	30-34	Mujeres	12
Julio 2019	04	La Ribagorza	35-39	Hombres	13
Julio 2019	04	La Ribagorza	35-39	Mujeres	20
Julio 2019	04	La Ribagorza	40-44	Hombres	10
Julio 2019	04	La Ribagorza	40-44	Mujeres	18
Julio 2019	04	La Ribagorza	45-49	Hombres	9
Julio 2019	04	La Ribagorza	45-49	Mujeres	20
Julio 2019	04	La Ribagorza	50-54	Hombres	15
Julio 2019	04	La Ribagorza	50-54	Mujeres	18
Julio 2019	04	La Ribagorza	55-59	Hombres	16
Julio 2019	04	La Ribagorza	55-59	Mujeres	30
Julio 2019	04	La Ribagorza	60-64	Hombres	19
Julio 2019	04	La Ribagorza	60-64	Mujeres	23
Julio 2019	05	Cinco Villas	16-19	Hombres	27
Julio 2019	05	Cinco Villas	16-19	Mujeres	28
Julio 2019	05	Cinco Villas	20-24	Hombres	34
Julio 2019	05	Cinco Villas	20-24	Mujeres	34
Julio 2019	05	Cinco Villas	25-29	Hombres	41
Julio 2019	05	Cinco Villas	25-29	Mujeres	59
Julio 2019	05	Cinco Villas	30-34	Hombres	38
Julio 2019	05	Cinco Villas	30-34	Mujeres	79
Julio 2019	05	Cinco Villas	35-39	Hombres	36
Julio 2019	05	Cinco Villas	35-39	Mujeres	96
Julio 2019	05	Cinco Villas	40-44	Hombres	46
Julio 2019	05	Cinco Villas	40-44	Mujeres	78
Julio 2019	05	Cinco Villas	45-49	Hombres	59
Julio 2019	05	Cinco Villas	45-49	Mujeres	81
Julio 2019	05	Cinco Villas	50-54	Hombres	35
Julio 2019	05	Cinco Villas	50-54	Mujeres	109
Julio 2019	05	Cinco Villas	55-59	Hombres	78
Julio 2019	05	Cinco Villas	55-59	Mujeres	127
Julio 2019	05	Cinco Villas	60-64	Hombres	55
Julio 2019	05	Cinco Villas	60-64	Mujeres	107
Julio 2019	06	Hoya de Huesca / Plana de Uesca	16-19	Hombres	77
Julio 2019	06	Hoya de Huesca / Plana de Uesca	16-19	Mujeres	58
Julio 2019	06	Hoya de Huesca / Plana de Uesca	20-24	Hombres	99
Julio 2019	06	Hoya de Huesca / Plana de Uesca	20-24	Mujeres	97
Julio 2019	06	Hoya de Huesca / Plana de Uesca	25-29	Hombres	113
Julio 2019	06	Hoya de Huesca / Plana de Uesca	25-29	Mujeres	190
Julio 2019	06	Hoya de Huesca / Plana de Uesca	30-34	Hombres	114
Julio 2019	06	Hoya de Huesca / Plana de Uesca	30-34	Mujeres	194
Julio 2019	06	Hoya de Huesca / Plana de Uesca	35-39	Hombres	105
Julio 2019	06	Hoya de Huesca / Plana de Uesca	35-39	Mujeres	205
Julio 2019	06	Hoya de Huesca / Plana de Uesca	40-44	Hombres	112
Julio 2019	06	Hoya de Huesca / Plana de Uesca	40-44	Mujeres	236
Julio 2019	06	Hoya de Huesca / Plana de Uesca	45-49	Hombres	135
Julio 2019	06	Hoya de Huesca / Plana de Uesca	45-49	Mujeres	197
Julio 2019	06	Hoya de Huesca / Plana de Uesca	50-54	Hombres	100
Julio 2019	06	Hoya de Huesca / Plana de Uesca	50-54	Mujeres	160
Julio 2019	06	Hoya de Huesca / Plana de Uesca	55-59	Hombres	146
Julio 2019	06	Hoya de Huesca / Plana de Uesca	55-59	Mujeres	152
Julio 2019	06	Hoya de Huesca / Plana de Uesca	60-64	Hombres	117
Julio 2019	06	Hoya de Huesca / Plana de Uesca	60-64	Mujeres	168
Julio 2019	07	Somontano de Barbastro	16-19	Hombres	28
Julio 2019	07	Somontano de Barbastro	16-19	Mujeres	19
Julio 2019	07	Somontano de Barbastro	20-24	Hombres	39
Julio 2019	07	Somontano de Barbastro	20-24	Mujeres	25
Julio 2019	07	Somontano de Barbastro	25-29	Hombres	38
Julio 2019	07	Somontano de Barbastro	25-29	Mujeres	53
Julio 2019	07	Somontano de Barbastro	30-34	Hombres	38
Julio 2019	07	Somontano de Barbastro	30-34	Mujeres	68
Julio 2019	07	Somontano de Barbastro	35-39	Hombres	32
Julio 2019	07	Somontano de Barbastro	35-39	Mujeres	62
Julio 2019	07	Somontano de Barbastro	40-44	Hombres	50
Julio 2019	07	Somontano de Barbastro	40-44	Mujeres	58
Julio 2019	07	Somontano de Barbastro	45-49	Hombres	44
Julio 2019	07	Somontano de Barbastro	45-49	Mujeres	64
Julio 2019	07	Somontano de Barbastro	50-54	Hombres	40
Julio 2019	07	Somontano de Barbastro	50-54	Mujeres	62
Julio 2019	07	Somontano de Barbastro	55-59	Hombres	48
Julio 2019	07	Somontano de Barbastro	55-59	Mujeres	80
Julio 2019	07	Somontano de Barbastro	60-64	Hombres	49
Julio 2019	07	Somontano de Barbastro	60-64	Mujeres	92
Julio 2019	08	Cinca Medio	16-19	Hombres	13
Julio 2019	08	Cinca Medio	16-19	Mujeres	14
Julio 2019	08	Cinca Medio	20-24	Hombres	34
Julio 2019	08	Cinca Medio	20-24	Mujeres	39
Julio 2019	08	Cinca Medio	25-29	Hombres	38
Julio 2019	08	Cinca Medio	25-29	Mujeres	47
Julio 2019	08	Cinca Medio	30-34	Hombres	25
Julio 2019	08	Cinca Medio	30-34	Mujeres	68
Julio 2019	08	Cinca Medio	35-39	Hombres	37
Julio 2019	08	Cinca Medio	35-39	Mujeres	72
Julio 2019	08	Cinca Medio	40-44	Hombres	38
Julio 2019	08	Cinca Medio	40-44	Mujeres	84
Julio 2019	08	Cinca Medio	45-49	Hombres	34
Julio 2019	08	Cinca Medio	45-49	Mujeres	58
Julio 2019	08	Cinca Medio	50-54	Hombres	32
Julio 2019	08	Cinca Medio	50-54	Mujeres	67
Julio 2019	08	Cinca Medio	55-59	Hombres	35
Julio 2019	08	Cinca Medio	55-59	Mujeres	86
Julio 2019	08	Cinca Medio	60-64	Hombres	53
Julio 2019	08	Cinca Medio	60-64	Mujeres	60
Julio 2019	09	La Litera / La Llitera	16-19	Hombres	21
