Año	Municipio código	Municipio nombre	Tipo licencias código	Tipo licencias descripción	Autorizaciones según tipo
2011	44179	Peñarroya de Tastavins	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44179	Peñarroya de Tastavins	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44179	Peñarroya de Tastavins	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44179	Peñarroya de Tastavins	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44179	Peñarroya de Tastavins	MPC-N	Transporte mercancías propias nacional	7
2011	44179	Peñarroya de Tastavins	MPCE-N	transporte mercancías propias nacional autorizado por empresa	3
2011	44179	Peñarroya de Tastavins	OT	Operador de transporte	0
2011	44179	Peñarroya de Tastavins	VD	Transporte público viajeros en autobús	0
2011	44179	Peñarroya de Tastavins	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44179	Peñarroya de Tastavins	VPC-N	Transporte privado de viajeros nacional	0
2011	44179	Peñarroya de Tastavins	VS-N	Ambulancias nacionales servicio público	0
2011	44179	Peñarroya de Tastavins	VSPC-N	Transporte privado ambulancias nacional	0
2011	44179	Peñarroya de Tastavins	VT-N	Licencias taxi	1
2011	44179	Peñarroya de Tastavins	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44179	Peñarroya de Tastavins	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44179	Peñarroya de Tastavins	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44180	Peracense	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44180	Peracense	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44180	Peracense	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44180	Peracense	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44180	Peracense	MPC-N	Transporte mercancías propias nacional	0
2011	44180	Peracense	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44180	Peracense	OT	Operador de transporte	0
2011	44180	Peracense	VD	Transporte público viajeros en autobús	0
2011	44180	Peracense	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44180	Peracense	VPC-N	Transporte privado de viajeros nacional	0
2011	44180	Peracense	VS-N	Ambulancias nacionales servicio público	0
2011	44180	Peracense	VSPC-N	Transporte privado ambulancias nacional	0
2011	44180	Peracense	VT-N	Licencias taxi	0
2011	44180	Peracense	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44180	Peracense	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44180	Peracense	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44181	Peralejos	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44181	Peralejos	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44181	Peralejos	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44181	Peralejos	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44181	Peralejos	MPC-N	Transporte mercancías propias nacional	2
2011	44181	Peralejos	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2011	44181	Peralejos	OT	Operador de transporte	0
2011	44181	Peralejos	VD	Transporte público viajeros en autobús	0
2011	44181	Peralejos	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44181	Peralejos	VPC-N	Transporte privado de viajeros nacional	0
2011	44181	Peralejos	VS-N	Ambulancias nacionales servicio público	0
2011	44181	Peralejos	VSPC-N	Transporte privado ambulancias nacional	0
2011	44181	Peralejos	VT-N	Licencias taxi	0
2011	44181	Peralejos	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44181	Peralejos	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44181	Peralejos	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44182	Perales del Alfambra	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44182	Perales del Alfambra	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44182	Perales del Alfambra	MDP-N	Transporte mercancías pesadas nacionales servicio público	3
2011	44182	Perales del Alfambra	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2011	44182	Perales del Alfambra	MPC-N	Transporte mercancías propias nacional	1
2011	44182	Perales del Alfambra	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2011	44182	Perales del Alfambra	OT	Operador de transporte	0
2011	44182	Perales del Alfambra	VD	Transporte público viajeros en autobús	0
2011	44182	Perales del Alfambra	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44182	Perales del Alfambra	VPC-N	Transporte privado de viajeros nacional	0
2011	44182	Perales del Alfambra	VS-N	Ambulancias nacionales servicio público	0
2011	44182	Perales del Alfambra	VSPC-N	Transporte privado ambulancias nacional	0
2011	44182	Perales del Alfambra	VT-N	Licencias taxi	0
2011	44182	Perales del Alfambra	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44182	Perales del Alfambra	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44182	Perales del Alfambra	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44183	Pitarque	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44183	Pitarque	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44183	Pitarque	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44183	Pitarque	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44183	Pitarque	MPC-N	Transporte mercancías propias nacional	0
2011	44183	Pitarque	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44183	Pitarque	OT	Operador de transporte	0
2011	44183	Pitarque	VD	Transporte público viajeros en autobús	0
2011	44183	Pitarque	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44183	Pitarque	VPC-N	Transporte privado de viajeros nacional	0
2011	44183	Pitarque	VS-N	Ambulancias nacionales servicio público	0
2011	44183	Pitarque	VSPC-N	Transporte privado ambulancias nacional	0
2011	44183	Pitarque	VT-N	Licencias taxi	0
2011	44183	Pitarque	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44183	Pitarque	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44183	Pitarque	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44184	Plou	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44184	Plou	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44184	Plou	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44184	Plou	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44184	Plou	MPC-N	Transporte mercancías propias nacional	0
2011	44184	Plou	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44184	Plou	OT	Operador de transporte	0
2011	44184	Plou	VD	Transporte público viajeros en autobús	0
2011	44184	Plou	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44184	Plou	VPC-N	Transporte privado de viajeros nacional	0
2011	44184	Plou	VS-N	Ambulancias nacionales servicio público	0
2011	44184	Plou	VSPC-N	Transporte privado ambulancias nacional	0
2011	44184	Plou	VT-N	Licencias taxi	0
2011	44184	Plou	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44184	Plou	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44184	Plou	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44185	Pobo (El)	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44185	Pobo (El)	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44185	Pobo (El)	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44185	Pobo (El)	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44185	Pobo (El)	MPC-N	Transporte mercancías propias nacional	0
2011	44185	Pobo (El)	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44185	Pobo (El)	OT	Operador de transporte	0
2011	44185	Pobo (El)	VD	Transporte público viajeros en autobús	0
2011	44185	Pobo (El)	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44185	Pobo (El)	VPC-N	Transporte privado de viajeros nacional	0
2011	44185	Pobo (El)	VS-N	Ambulancias nacionales servicio público	0
2011	44185	Pobo (El)	VSPC-N	Transporte privado ambulancias nacional	0
2011	44185	Pobo (El)	VT-N	Licencias taxi	0
2011	44185	Pobo (El)	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44185	Pobo (El)	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44185	Pobo (El)	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44187	Portellada (La)	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44187	Portellada (La)	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44187	Portellada (La)	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44187	Portellada (La)	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44187	Portellada (La)	MPC-N	Transporte mercancías propias nacional	0
2011	44187	Portellada (La)	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44187	Portellada (La)	OT	Operador de transporte	0
2011	44187	Portellada (La)	VD	Transporte público viajeros en autobús	0
2011	44187	Portellada (La)	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44187	Portellada (La)	VPC-N	Transporte privado de viajeros nacional	0
2011	44187	Portellada (La)	VS-N	Ambulancias nacionales servicio público	0
2011	44187	Portellada (La)	VSPC-N	Transporte privado ambulancias nacional	0
2011	44187	Portellada (La)	VT-N	Licencias taxi	0
2011	44187	Portellada (La)	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44187	Portellada (La)	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44187	Portellada (La)	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44189	Pozondón	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44189	Pozondón	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44189	Pozondón	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44189	Pozondón	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44189	Pozondón	MPC-N	Transporte mercancías propias nacional	0
2011	44189	Pozondón	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44189	Pozondón	OT	Operador de transporte	0
2011	44189	Pozondón	VD	Transporte público viajeros en autobús	0
2011	44189	Pozondón	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44189	Pozondón	VPC-N	Transporte privado de viajeros nacional	0
2011	44189	Pozondón	VS-N	Ambulancias nacionales servicio público	0
2011	44189	Pozondón	VSPC-N	Transporte privado ambulancias nacional	0
2011	44189	Pozondón	VT-N	Licencias taxi	0
2011	44189	Pozondón	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44189	Pozondón	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44189	Pozondón	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44190	Pozuel del Campo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44190	Pozuel del Campo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44190	Pozuel del Campo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44190	Pozuel del Campo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44190	Pozuel del Campo	MPC-N	Transporte mercancías propias nacional	0
2011	44190	Pozuel del Campo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44190	Pozuel del Campo	OT	Operador de transporte	0
2011	44190	Pozuel del Campo	VD	Transporte público viajeros en autobús	0
2011	44190	Pozuel del Campo	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44190	Pozuel del Campo	VPC-N	Transporte privado de viajeros nacional	0
2011	44190	Pozuel del Campo	VS-N	Ambulancias nacionales servicio público	0
2011	44190	Pozuel del Campo	VSPC-N	Transporte privado ambulancias nacional	0
2011	44190	Pozuel del Campo	VT-N	Licencias taxi	0
2011	44190	Pozuel del Campo	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44190	Pozuel del Campo	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44190	Pozuel del Campo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44191	Puebla de Híjar (La)	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2011	44191	Puebla de Híjar (La)	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2011	44191	Puebla de Híjar (La)	MDP-N	Transporte mercancías pesadas nacionales servicio público	37
2011	44191	Puebla de Híjar (La)	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	7
2011	44191	Puebla de Híjar (La)	MPC-N	Transporte mercancías propias nacional	10
2011	44191	Puebla de Híjar (La)	MPCE-N	transporte mercancías propias nacional autorizado por empresa	7
2011	44191	Puebla de Híjar (La)	OT	Operador de transporte	0
2011	44191	Puebla de Híjar (La)	VD	Transporte público viajeros en autobús	0
2011	44191	Puebla de Híjar (La)	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44191	Puebla de Híjar (La)	VPC-N	Transporte privado de viajeros nacional	0
2011	44191	Puebla de Híjar (La)	VS-N	Ambulancias nacionales servicio público	0
2011	44191	Puebla de Híjar (La)	VSPC-N	Transporte privado ambulancias nacional	0
2011	44191	Puebla de Híjar (La)	VT-N	Licencias taxi	2
2011	44191	Puebla de Híjar (La)	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44191	Puebla de Híjar (La)	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44191	Puebla de Híjar (La)	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44192	Puebla de Valverde (La)	MDL-N	Transporte mercancías ligeras nacionales servicio público	6
2011	44192	Puebla de Valverde (La)	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	2
2011	44192	Puebla de Valverde (La)	MDP-N	Transporte mercancías pesadas nacionales servicio público	4
2011	44192	Puebla de Valverde (La)	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2011	44192	Puebla de Valverde (La)	MPC-N	Transporte mercancías propias nacional	2
2011	44192	Puebla de Valverde (La)	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2011	44192	Puebla de Valverde (La)	OT	Operador de transporte	0
2011	44192	Puebla de Valverde (La)	VD	Transporte público viajeros en autobús	0
2011	44192	Puebla de Valverde (La)	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44192	Puebla de Valverde (La)	VPC-N	Transporte privado de viajeros nacional	0
2011	44192	Puebla de Valverde (La)	VS-N	Ambulancias nacionales servicio público	0
2011	44192	Puebla de Valverde (La)	VSPC-N	Transporte privado ambulancias nacional	0
2011	44192	Puebla de Valverde (La)	VT-N	Licencias taxi	2
2011	44192	Puebla de Valverde (La)	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44192	Puebla de Valverde (La)	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44192	Puebla de Valverde (La)	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44193	Puertomingalvo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44193	Puertomingalvo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44193	Puertomingalvo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44193	Puertomingalvo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44193	Puertomingalvo	MPC-N	Transporte mercancías propias nacional	0
2011	44193	Puertomingalvo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44193	Puertomingalvo	OT	Operador de transporte	0
2011	44193	Puertomingalvo	VD	Transporte público viajeros en autobús	0
2011	44193	Puertomingalvo	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44193	Puertomingalvo	VPC-N	Transporte privado de viajeros nacional	0
2011	44193	Puertomingalvo	VS-N	Ambulancias nacionales servicio público	0
2011	44193	Puertomingalvo	VSPC-N	Transporte privado ambulancias nacional	0
2011	44193	Puertomingalvo	VT-N	Licencias taxi	0
2011	44193	Puertomingalvo	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44193	Puertomingalvo	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44193	Puertomingalvo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44194	Ráfales	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44194	Ráfales	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44194	Ráfales	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44194	Ráfales	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44194	Ráfales	MPC-N	Transporte mercancías propias nacional	0
2011	44194	Ráfales	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44194	Ráfales	OT	Operador de transporte	0
2011	44194	Ráfales	VD	Transporte público viajeros en autobús	0
2011	44194	Ráfales	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44194	Ráfales	VPC-N	Transporte privado de viajeros nacional	0
2011	44194	Ráfales	VS-N	Ambulancias nacionales servicio público	0
2011	44194	Ráfales	VSPC-N	Transporte privado ambulancias nacional	0
2011	44194	Ráfales	VT-N	Licencias taxi	0
2011	44194	Ráfales	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44194	Ráfales	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44194	Ráfales	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44195	Rillo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44195	Rillo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44195	Rillo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44195	Rillo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44195	Rillo	MPC-N	Transporte mercancías propias nacional	0
2011	44195	Rillo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44195	Rillo	OT	Operador de transporte	0
2011	44195	Rillo	VD	Transporte público viajeros en autobús	0
2011	44195	Rillo	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44195	Rillo	VPC-N	Transporte privado de viajeros nacional	0
2011	44195	Rillo	VS-N	Ambulancias nacionales servicio público	0
2011	44195	Rillo	VSPC-N	Transporte privado ambulancias nacional	0
2011	44195	Rillo	VT-N	Licencias taxi	0
2011	44195	Rillo	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44195	Rillo	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44195	Rillo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44196	Riodeva	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44196	Riodeva	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44196	Riodeva	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44196	Riodeva	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44196	Riodeva	MPC-N	Transporte mercancías propias nacional	0
2011	44196	Riodeva	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44196	Riodeva	OT	Operador de transporte	0
2011	44196	Riodeva	VD	Transporte público viajeros en autobús	0
2011	44196	Riodeva	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44196	Riodeva	VPC-N	Transporte privado de viajeros nacional	0
2011	44196	Riodeva	VS-N	Ambulancias nacionales servicio público	0
2011	44196	Riodeva	VSPC-N	Transporte privado ambulancias nacional	0
2011	44196	Riodeva	VT-N	Licencias taxi	1
2011	44196	Riodeva	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44196	Riodeva	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44196	Riodeva	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44197	Ródenas	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44197	Ródenas	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44197	Ródenas	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44197	Ródenas	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44197	Ródenas	MPC-N	Transporte mercancías propias nacional	0
2011	44197	Ródenas	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44197	Ródenas	OT	Operador de transporte	0
2011	44197	Ródenas	VD	Transporte público viajeros en autobús	0
2011	44197	Ródenas	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44197	Ródenas	VPC-N	Transporte privado de viajeros nacional	0
2011	44197	Ródenas	VS-N	Ambulancias nacionales servicio público	0
2011	44197	Ródenas	VSPC-N	Transporte privado ambulancias nacional	0
2011	44197	Ródenas	VT-N	Licencias taxi	0
2011	44197	Ródenas	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44197	Ródenas	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44197	Ródenas	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44198	Royuela	MDL-N	Transporte mercancías ligeras nacionales servicio público	6
2011	44198	Royuela	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2011	44198	Royuela	MDP-N	Transporte mercancías pesadas nacionales servicio público	4
2011	44198	Royuela	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	2
2011	44198	Royuela	MPC-N	Transporte mercancías propias nacional	3
2011	44198	Royuela	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2011	44198	Royuela	OT	Operador de transporte	0
2011	44198	Royuela	VD	Transporte público viajeros en autobús	0
2011	44198	Royuela	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44198	Royuela	VPC-N	Transporte privado de viajeros nacional	0
2011	44198	Royuela	VS-N	Ambulancias nacionales servicio público	0
2011	44198	Royuela	VSPC-N	Transporte privado ambulancias nacional	0
2011	44198	Royuela	VT-N	Licencias taxi	0
2011	44198	Royuela	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44198	Royuela	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44198	Royuela	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44199	Rubiales	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44199	Rubiales	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44199	Rubiales	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44199	Rubiales	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44199	Rubiales	MPC-N	Transporte mercancías propias nacional	0
2011	44199	Rubiales	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44199	Rubiales	OT	Operador de transporte	0
2011	44199	Rubiales	VD	Transporte público viajeros en autobús	0
2011	44199	Rubiales	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44199	Rubiales	VPC-N	Transporte privado de viajeros nacional	0
2011	44199	Rubiales	VS-N	Ambulancias nacionales servicio público	0
2011	44199	Rubiales	VSPC-N	Transporte privado ambulancias nacional	0
2011	44199	Rubiales	VT-N	Licencias taxi	0
2011	44199	Rubiales	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44199	Rubiales	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44199	Rubiales	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44200	Rubielos de la Cérida	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44200	Rubielos de la Cérida	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44200	Rubielos de la Cérida	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44200	Rubielos de la Cérida	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44200	Rubielos de la Cérida	MPC-N	Transporte mercancías propias nacional	0
2011	44200	Rubielos de la Cérida	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44200	Rubielos de la Cérida	OT	Operador de transporte	0
2011	44200	Rubielos de la Cérida	VD	Transporte público viajeros en autobús	0
2011	44200	Rubielos de la Cérida	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44200	Rubielos de la Cérida	VPC-N	Transporte privado de viajeros nacional	0
2011	44200	Rubielos de la Cérida	VS-N	Ambulancias nacionales servicio público	0
2011	44200	Rubielos de la Cérida	VSPC-N	Transporte privado ambulancias nacional	0
2011	44200	Rubielos de la Cérida	VT-N	Licencias taxi	0
2011	44200	Rubielos de la Cérida	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44200	Rubielos de la Cérida	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44200	Rubielos de la Cérida	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44201	Rubielos de Mora	MDL-N	Transporte mercancías ligeras nacionales servicio público	3
2011	44201	Rubielos de Mora	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2011	44201	Rubielos de Mora	MDP-N	Transporte mercancías pesadas nacionales servicio público	6
2011	44201	Rubielos de Mora	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	2
2011	44201	Rubielos de Mora	MPC-N	Transporte mercancías propias nacional	5
2011	44201	Rubielos de Mora	MPCE-N	transporte mercancías propias nacional autorizado por empresa	4
2011	44201	Rubielos de Mora	OT	Operador de transporte	0
2011	44201	Rubielos de Mora	VD	Transporte público viajeros en autobús	0
2011	44201	Rubielos de Mora	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44201	Rubielos de Mora	VPC-N	Transporte privado de viajeros nacional	0
2011	44201	Rubielos de Mora	VS-N	Ambulancias nacionales servicio público	0
2011	44201	Rubielos de Mora	VSPC-N	Transporte privado ambulancias nacional	0
2011	44201	Rubielos de Mora	VT-N	Licencias taxi	2
2011	44201	Rubielos de Mora	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44201	Rubielos de Mora	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44201	Rubielos de Mora	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44203	Salcedillo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44203	Salcedillo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44203	Salcedillo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44203	Salcedillo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44203	Salcedillo	MPC-N	Transporte mercancías propias nacional	0
2011	44203	Salcedillo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44203	Salcedillo	OT	Operador de transporte	0
2011	44203	Salcedillo	VD	Transporte público viajeros en autobús	0
2011	44203	Salcedillo	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44203	Salcedillo	VPC-N	Transporte privado de viajeros nacional	0
2011	44203	Salcedillo	VS-N	Ambulancias nacionales servicio público	0
2011	44203	Salcedillo	VSPC-N	Transporte privado ambulancias nacional	0
2011	44203	Salcedillo	VT-N	Licencias taxi	0
2011	44203	Salcedillo	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44203	Salcedillo	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44203	Salcedillo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44204	Saldón	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44204	Saldón	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
