Mes y año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Enero 2021	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	4
Enero 2021	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	8
Enero 2021	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	35
Enero 2021	05	Cinco Villas	68	Actividades inmobiliarias	30
Enero 2021	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	103
Enero 2021	05	Cinco Villas	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	12
Enero 2021	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	93
Enero 2021	05	Cinco Villas	72	Investigación y desarrollo	13
Enero 2021	05	Cinco Villas	73	Publicidad y estudios de mercado	7
Enero 2021	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	289
Enero 2021	05	Cinco Villas	75	Actividades veterinarias	17
Enero 2021	05	Cinco Villas	77	Actividades de alquiler	20
Enero 2021	05	Cinco Villas	78	Actividades relacionadas con el empleo	54
Enero 2021	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
Enero 2021	05	Cinco Villas	80	Actividades de seguridad e investigación	1
Enero 2021	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	140
Enero 2021	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	19
Enero 2021	05	Cinco Villas	84	Administración Pública y defensa; Seguridad Social obligatoria	550
Enero 2021	05	Cinco Villas	85	Educación	142
Enero 2021	05	Cinco Villas	86	Actividades sanitarias	159
Enero 2021	05	Cinco Villas	87	Asistencia en establecimientos residenciales	356
Enero 2021	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	19
Enero 2021	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	10
Enero 2021	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
Enero 2021	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	6
Enero 2021	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	57
Enero 2021	05	Cinco Villas	94	Actividades asociativas	32
Enero 2021	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	29
Enero 2021	05	Cinco Villas	96	Otros servicios personales	129
Enero 2021	05	Cinco Villas	97	Actividades de los hogares como empleadores de personal doméstico	107
Enero 2021	05	Cinco Villas	99	Actividades de organizaciones y organismos extraterritoriales	1
Enero 2021	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1700
Enero 2021	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	162
Enero 2021	06	Hoya de Huesca / Plana de Uesca	03	Pesca y acuicultura	1
Enero 2021	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	1
Enero 2021	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	501
Enero 2021	06	Hoya de Huesca / Plana de Uesca	11	Fabricación de bebidas	6
Enero 2021	06	Hoya de Huesca / Plana de Uesca	13	Industria textil	6
Enero 2021	06	Hoya de Huesca / Plana de Uesca	14	Confección de prendas de vestir	22
Enero 2021	06	Hoya de Huesca / Plana de Uesca	15	Industria del cuero y del calzado	14
Enero 2021	06	Hoya de Huesca / Plana de Uesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	83
Enero 2021	06	Hoya de Huesca / Plana de Uesca	17	Industria del papel	24
Enero 2021	06	Hoya de Huesca / Plana de Uesca	18	Artes gráficas y reproducción de soportes grabados	99
Enero 2021	06	Hoya de Huesca / Plana de Uesca	20	Industria química	177
Enero 2021	06	Hoya de Huesca / Plana de Uesca	21	Fabricación de productos farmacéuticos	4
Enero 2021	06	Hoya de Huesca / Plana de Uesca	22	Fabricación de productos de caucho y plásticos	98
Enero 2021	06	Hoya de Huesca / Plana de Uesca	23	Fabricación de otros productos minerales no metálicos	70
Enero 2021	06	Hoya de Huesca / Plana de Uesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	22
Enero 2021	06	Hoya de Huesca / Plana de Uesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	477
Enero 2021	06	Hoya de Huesca / Plana de Uesca	26	Fabricación de productos informáticos, electrónicos y ópticos	8
Enero 2021	06	Hoya de Huesca / Plana de Uesca	27	Fabricación de material y equipo eléctrico	16
Enero 2021	06	Hoya de Huesca / Plana de Uesca	28	Fabricación de maquinaria y equipo n.c.o.p.	283
Enero 2021	06	Hoya de Huesca / Plana de Uesca	29	Fabricación de vehículos de motor, remolques y semirremolques	50
Enero 2021	06	Hoya de Huesca / Plana de Uesca	31	Fabricación de muebles	23
Enero 2021	06	Hoya de Huesca / Plana de Uesca	32	Otras industrias manufactureras	112
Enero 2021	06	Hoya de Huesca / Plana de Uesca	33	Reparación e instalación de maquinaria y equipo	146
Enero 2021	06	Hoya de Huesca / Plana de Uesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	54
Enero 2021	06	Hoya de Huesca / Plana de Uesca	36	Captación, depuración y distribución de agua	237
Enero 2021	06	Hoya de Huesca / Plana de Uesca	37	Recogida y tratamiento de aguas residuales	13
Enero 2021	06	Hoya de Huesca / Plana de Uesca	38	Recogida, tratamiento y eliminación de residuos; valorización	221
Enero 2021	06	Hoya de Huesca / Plana de Uesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
Enero 2021	06	Hoya de Huesca / Plana de Uesca	41	Construcción de edificios	914
Enero 2021	06	Hoya de Huesca / Plana de Uesca	42	Ingeniería civil	158
Enero 2021	06	Hoya de Huesca / Plana de Uesca	43	Actividades de construcción especializada	1254
Enero 2021	06	Hoya de Huesca / Plana de Uesca	45	Venta y reparación de vehículos de motor y motocicletas	786
Enero 2021	06	Hoya de Huesca / Plana de Uesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	1283
Enero 2021	06	Hoya de Huesca / Plana de Uesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	2645
Enero 2021	06	Hoya de Huesca / Plana de Uesca	49	Transporte terrestre y por tubería	716
Enero 2021	06	Hoya de Huesca / Plana de Uesca	52	Almacenamiento y actividades anexas al transporte	133
Enero 2021	06	Hoya de Huesca / Plana de Uesca	53	Actividades postales y de correos	324
Enero 2021	06	Hoya de Huesca / Plana de Uesca	55	Servicios de alojamiento	211
Enero 2021	06	Hoya de Huesca / Plana de Uesca	56	Servicios de comidas y bebidas	1514
Enero 2021	06	Hoya de Huesca / Plana de Uesca	58	Edición	52
Enero 2021	06	Hoya de Huesca / Plana de Uesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	37
Enero 2021	06	Hoya de Huesca / Plana de Uesca	60	Actividades de programación y emisión de radio y televisión	53
Enero 2021	06	Hoya de Huesca / Plana de Uesca	61	Telecomunicaciones	70
Enero 2021	06	Hoya de Huesca / Plana de Uesca	62	Programación, consultoría y otras actividades relacionadas con la informática	315
Enero 2021	06	Hoya de Huesca / Plana de Uesca	63	Servicios de información	15
Enero 2021	06	Hoya de Huesca / Plana de Uesca	64	Servicios financieros, excepto seguros y fondos de pensiones	698
Enero 2021	06	Hoya de Huesca / Plana de Uesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	67
Enero 2021	06	Hoya de Huesca / Plana de Uesca	66	Actividades auxiliares a los servicios financieros y a los seguros	141
Enero 2021	06	Hoya de Huesca / Plana de Uesca	68	Actividades inmobiliarias	120
Enero 2021	06	Hoya de Huesca / Plana de Uesca	69	Actividades jurídicas y de contabilidad	441
Enero 2021	06	Hoya de Huesca / Plana de Uesca	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	74
Enero 2021	06	Hoya de Huesca / Plana de Uesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	339
Enero 2021	06	Hoya de Huesca / Plana de Uesca	72	Investigación y desarrollo	48
Enero 2021	06	Hoya de Huesca / Plana de Uesca	73	Publicidad y estudios de mercado	65
Enero 2021	06	Hoya de Huesca / Plana de Uesca	74	Otras actividades profesionales, científicas y técnicas	194
Enero 2021	06	Hoya de Huesca / Plana de Uesca	75	Actividades veterinarias	42
Enero 2021	06	Hoya de Huesca / Plana de Uesca	77	Actividades de alquiler	68
Enero 2021	06	Hoya de Huesca / Plana de Uesca	78	Actividades relacionadas con el empleo	130
Enero 2021	06	Hoya de Huesca / Plana de Uesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	53
Enero 2021	06	Hoya de Huesca / Plana de Uesca	80	Actividades de seguridad e investigación	191
Enero 2021	06	Hoya de Huesca / Plana de Uesca	81	Servicios a edificios y actividades de jardinería	1668
Enero 2021	06	Hoya de Huesca / Plana de Uesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	167
Enero 2021	06	Hoya de Huesca / Plana de Uesca	84	Administración Pública y defensa; Seguridad Social obligatoria	5758
Enero 2021	06	Hoya de Huesca / Plana de Uesca	85	Educación	1301
Enero 2021	06	Hoya de Huesca / Plana de Uesca	86	Actividades sanitarias	3315
Enero 2021	06	Hoya de Huesca / Plana de Uesca	87	Asistencia en establecimientos residenciales	1390
Enero 2021	06	Hoya de Huesca / Plana de Uesca	88	Actividades de servicios sociales sin alojamiento	642
Enero 2021	06	Hoya de Huesca / Plana de Uesca	90	Actividades de creación, artísticas y espectáculos	64
Enero 2021	06	Hoya de Huesca / Plana de Uesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	23
Enero 2021	06	Hoya de Huesca / Plana de Uesca	92	Actividades de juegos de azar y apuestas	62
Enero 2021	06	Hoya de Huesca / Plana de Uesca	93	Actividades deportivas, recreativas y de entretenimiento	408
Enero 2021	06	Hoya de Huesca / Plana de Uesca	94	Actividades asociativas	362
Enero 2021	06	Hoya de Huesca / Plana de Uesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	113
Enero 2021	06	Hoya de Huesca / Plana de Uesca	96	Otros servicios personales	506
Enero 2021	06	Hoya de Huesca / Plana de Uesca	97	Actividades de los hogares como empleadores de personal doméstico	790
Enero 2021	07	Somontano de Barbastro	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1125
Enero 2021	07	Somontano de Barbastro	02	Silvicultura y explotación forestal	4
Enero 2021	07	Somontano de Barbastro	03	Pesca y acuicultura	17
Enero 2021	07	Somontano de Barbastro	08	Otras industrias extractivas	10
Enero 2021	07	Somontano de Barbastro	10	Industria de la alimentación	206
Enero 2021	07	Somontano de Barbastro	11	Fabricación de bebidas	176
Enero 2021	07	Somontano de Barbastro	13	Industria textil	3
Enero 2021	07	Somontano de Barbastro	14	Confección de prendas de vestir	2
Enero 2021	07	Somontano de Barbastro	15	Industria del cuero y del calzado	152
Enero 2021	07	Somontano de Barbastro	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32
Enero 2021	07	Somontano de Barbastro	17	Industria del papel	52
Enero 2021	07	Somontano de Barbastro	18	Artes gráficas y reproducción de soportes grabados	48
Enero 2021	07	Somontano de Barbastro	20	Industria química	513
Enero 2021	07	Somontano de Barbastro	21	Fabricación de productos farmacéuticos	2
Enero 2021	07	Somontano de Barbastro	23	Fabricación de otros productos minerales no metálicos	131
Enero 2021	07	Somontano de Barbastro	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	8
Enero 2021	07	Somontano de Barbastro	25	Fabricación de productos metálicos, excepto maquinaria y equipo	117
Enero 2021	07	Somontano de Barbastro	26	Fabricación de productos informáticos, electrónicos y ópticos	16
Enero 2021	07	Somontano de Barbastro	27	Fabricación de material y equipo eléctrico	1
Enero 2021	07	Somontano de Barbastro	28	Fabricación de maquinaria y equipo n.c.o.p.	73
Enero 2021	07	Somontano de Barbastro	29	Fabricación de vehículos de motor, remolques y semirremolques	15
Enero 2021	07	Somontano de Barbastro	31	Fabricación de muebles	23
Enero 2021	07	Somontano de Barbastro	32	Otras industrias manufactureras	5
Enero 2021	07	Somontano de Barbastro	33	Reparación e instalación de maquinaria y equipo	37
Enero 2021	07	Somontano de Barbastro	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	25
Enero 2021	07	Somontano de Barbastro	36	Captación, depuración y distribución de agua	11
Enero 2021	07	Somontano de Barbastro	37	Recogida y tratamiento de aguas residuales	1
Enero 2021	07	Somontano de Barbastro	38	Recogida, tratamiento y eliminación de residuos; valorización	9
Enero 2021	07	Somontano de Barbastro	41	Construcción de edificios	208
Enero 2021	07	Somontano de Barbastro	42	Ingeniería civil	2
Enero 2021	07	Somontano de Barbastro	43	Actividades de construcción especializada	352
Enero 2021	07	Somontano de Barbastro	45	Venta y reparación de vehículos de motor y motocicletas	222
Enero 2021	07	Somontano de Barbastro	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	371
Enero 2021	07	Somontano de Barbastro	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	738
Enero 2021	07	Somontano de Barbastro	49	Transporte terrestre y por tubería	150
Enero 2021	07	Somontano de Barbastro	52	Almacenamiento y actividades anexas al transporte	3
Enero 2021	07	Somontano de Barbastro	55	Servicios de alojamiento	128
Enero 2021	07	Somontano de Barbastro	56	Servicios de comidas y bebidas	395
Enero 2021	07	Somontano de Barbastro	58	Edición	16
Enero 2021	07	Somontano de Barbastro	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	17
Enero 2021	07	Somontano de Barbastro	60	Actividades de programación y emisión de radio y televisión	2
Enero 2021	07	Somontano de Barbastro	61	Telecomunicaciones	25
Enero 2021	07	Somontano de Barbastro	62	Programación, consultoría y otras actividades relacionadas con la informática	21
Enero 2021	07	Somontano de Barbastro	63	Servicios de información	5
Enero 2021	07	Somontano de Barbastro	64	Servicios financieros, excepto seguros y fondos de pensiones	2
Enero 2021	07	Somontano de Barbastro	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
Enero 2021	07	Somontano de Barbastro	66	Actividades auxiliares a los servicios financieros y a los seguros	26
Enero 2021	07	Somontano de Barbastro	68	Actividades inmobiliarias	22
Enero 2021	07	Somontano de Barbastro	69	Actividades jurídicas y de contabilidad	120
Enero 2021	07	Somontano de Barbastro	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	11
Enero 2021	07	Somontano de Barbastro	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	82
Enero 2021	07	Somontano de Barbastro	72	Investigación y desarrollo	7
Enero 2021	07	Somontano de Barbastro	73	Publicidad y estudios de mercado	20
Enero 2021	07	Somontano de Barbastro	74	Otras actividades profesionales, científicas y técnicas	25
Enero 2021	07	Somontano de Barbastro	75	Actividades veterinarias	15
Enero 2021	07	Somontano de Barbastro	77	Actividades de alquiler	10
