Mes y año	Municipio código	Municipio nombre	Sexo	Edad (Grupos Quinquenales 2010)	Afiliaciones en alta
January 2021	22078	Canfranc	Hombres	50-54	4
January 2021	22078	Canfranc	Hombres	55-59	5
January 2021	22078	Canfranc	Hombres	60-64	2
January 2021	22079	Capdesaso	Hombres	25-29	2
January 2021	22079	Capdesaso	Hombres	30-34	1
January 2021	22079	Capdesaso	Hombres	45-49	2
January 2021	22079	Capdesaso	Hombres	50-54	2
January 2021	22079	Capdesaso	Hombres	55-59	3
January 2021	22079	Capdesaso	Hombres	60-64	3
January 2021	22080	Capella	Hombres	25-29	4
January 2021	22080	Capella	Hombres	30-34	5
January 2021	22080	Capella	Hombres	35-39	6
January 2021	22080	Capella	Hombres	40-44	7
January 2021	22080	Capella	Hombres	45-49	5
January 2021	22080	Capella	Hombres	50-54	5
January 2021	22080	Capella	Hombres	55-59	4
January 2021	22080	Capella	Hombres	60-64	7
January 2021	22081	Casbas de Huesca	Hombres	16-19	1
January 2021	22081	Casbas de Huesca	Hombres	20-24	1
January 2021	22081	Casbas de Huesca	Hombres	25-29	4
January 2021	22081	Casbas de Huesca	Hombres	30-34	2
January 2021	22081	Casbas de Huesca	Hombres	35-39	5
January 2021	22081	Casbas de Huesca	Hombres	40-44	4
January 2021	22081	Casbas de Huesca	Hombres	45-49	1
January 2021	22081	Casbas de Huesca	Hombres	50-54	4
January 2021	22081	Casbas de Huesca	Hombres	55-59	6
January 2021	22081	Casbas de Huesca	Hombres	60-64	10
January 2021	22082	Castejón del Puente	Hombres	30-34	2
January 2021	22082	Castejón del Puente	Hombres	35-39	3
January 2021	22082	Castejón del Puente	Hombres	40-44	5
January 2021	22082	Castejón del Puente	Hombres	45-49	7
January 2021	22082	Castejón del Puente	Hombres	50-54	5
January 2021	22082	Castejón del Puente	Hombres	55-59	3
January 2021	22082	Castejón del Puente	Hombres	60-64	2
January 2021	22083	Castejón de Monegros	Hombres	20-24	2
January 2021	22083	Castejón de Monegros	Hombres	25-29	2
January 2021	22083	Castejón de Monegros	Hombres	30-34	4
January 2021	22083	Castejón de Monegros	Hombres	35-39	8
January 2021	22083	Castejón de Monegros	Hombres	40-44	9
January 2021	22083	Castejón de Monegros	Hombres	45-49	12
January 2021	22083	Castejón de Monegros	Hombres	50-54	6
January 2021	22083	Castejón de Monegros	Hombres	55-59	3
January 2021	22083	Castejón de Monegros	Hombres	60-64	6
January 2021	22084	Castejón de Sos	Hombres	16-19	1
January 2021	22084	Castejón de Sos	Hombres	20-24	2
January 2021	22084	Castejón de Sos	Hombres	25-29	5
January 2021	22084	Castejón de Sos	Hombres	30-34	5
January 2021	22084	Castejón de Sos	Hombres	35-39	8
January 2021	22084	Castejón de Sos	Hombres	40-44	9
January 2021	22084	Castejón de Sos	Hombres	45-49	5
January 2021	22084	Castejón de Sos	Hombres	50-54	6
January 2021	22084	Castejón de Sos	Hombres	55-59	3
January 2021	22084	Castejón de Sos	Hombres	60-64	6
January 2021	22084	Castejón de Sos	Hombres	65-69	1
January 2021	22085	Castelflorite	Hombres	20-24	1
January 2021	22085	Castelflorite	Hombres	25-29	1
January 2021	22085	Castelflorite	Hombres	30-34	7
January 2021	22085	Castelflorite	Hombres	35-39	1
January 2021	22085	Castelflorite	Hombres	40-44	5
January 2021	22085	Castelflorite	Hombres	45-49	1
January 2021	22085	Castelflorite	Hombres	55-59	6
January 2021	22085	Castelflorite	Hombres	60-64	2
January 2021	22086	Castiello de Jaca	Hombres	16-19	1
January 2021	22086	Castiello de Jaca	Hombres	20-24	1
January 2021	22086	Castiello de Jaca	Hombres	30-34	1
January 2021	22086	Castiello de Jaca	Hombres	35-39	3
January 2021	22086	Castiello de Jaca	Hombres	40-44	1
January 2021	22086	Castiello de Jaca	Hombres	45-49	2
January 2021	22086	Castiello de Jaca	Hombres	50-54	3
January 2021	22086	Castiello de Jaca	Hombres	60-64	1
January 2021	22087	Castigaleu	Hombres	30-34	1
January 2021	22087	Castigaleu	Hombres	35-39	3
January 2021	22087	Castigaleu	Hombres	40-44	4
January 2021	22087	Castigaleu	Hombres	45-49	3
January 2021	22087	Castigaleu	Hombres	50-54	3
January 2021	22087	Castigaleu	Hombres	55-59	4
January 2021	22087	Castigaleu	Hombres	60-64	6
January 2021	22088	Castillazuelo	Hombres	30-34	1
January 2021	22088	Castillazuelo	Hombres	35-39	1
January 2021	22088	Castillazuelo	Hombres	40-44	5
January 2021	22088	Castillazuelo	Hombres	45-49	2
January 2021	22088	Castillazuelo	Hombres	50-54	1
January 2021	22088	Castillazuelo	Hombres	Más de 69	1
January 2021	22089	Castillonroy	Hombres	20-24	1
January 2021	22089	Castillonroy	Hombres	25-29	3
January 2021	22089	Castillonroy	Hombres	30-34	3
January 2021	22089	Castillonroy	Hombres	35-39	6
January 2021	22089	Castillonroy	Hombres	40-44	6
January 2021	22089	Castillonroy	Hombres	45-49	5
January 2021	22089	Castillonroy	Hombres	50-54	11
January 2021	22089	Castillonroy	Hombres	55-59	13
January 2021	22089	Castillonroy	Hombres	60-64	5
January 2021	22090	Colungo	Hombres	25-29	2
January 2021	22090	Colungo	Hombres	35-39	6
January 2021	22090	Colungo	Hombres	40-44	3
January 2021	22090	Colungo	Hombres	45-49	1
January 2021	22090	Colungo	Hombres	50-54	1
January 2021	22090	Colungo	Hombres	55-59	1
January 2021	22090	Colungo	Hombres	60-64	2
January 2021	22094	Chalamera	Hombres	30-34	2
January 2021	22094	Chalamera	Hombres	40-44	4
January 2021	22094	Chalamera	Hombres	45-49	5
January 2021	22094	Chalamera	Hombres	50-54	4
January 2021	22094	Chalamera	Hombres	55-59	4
January 2021	22094	Chalamera	Hombres	60-64	2
January 2021	22095	Chía	Hombres	30-34	4
January 2021	22095	Chía	Hombres	40-44	1
January 2021	22095	Chía	Hombres	45-49	3
January 2021	22095	Chía	Hombres	60-64	2
January 2021	22096	Chimillas	Hombres	20-24	1
January 2021	22096	Chimillas	Hombres	25-29	4
January 2021	22096	Chimillas	Hombres	30-34	3
January 2021	22096	Chimillas	Hombres	35-39	2
January 2021	22096	Chimillas	Hombres	45-49	2
January 2021	22096	Chimillas	Hombres	50-54	3
January 2021	22096	Chimillas	Hombres	55-59	5
January 2021	22096	Chimillas	Hombres	60-64	2
January 2021	22099	Esplús	Hombres	20-24	2
January 2021	22099	Esplús	Hombres	25-29	8
January 2021	22099	Esplús	Hombres	30-34	8
January 2021	22099	Esplús	Hombres	35-39	5
January 2021	22099	Esplús	Hombres	40-44	10
January 2021	22099	Esplús	Hombres	45-49	13
January 2021	22099	Esplús	Hombres	50-54	6
January 2021	22099	Esplús	Hombres	55-59	8
January 2021	22099	Esplús	Hombres	60-64	5
January 2021	22099	Esplús	Hombres	65-69	2
January 2021	22102	Estada	Hombres	20-24	1
January 2021	22102	Estada	Hombres	30-34	2
January 2021	22102	Estada	Hombres	40-44	1
January 2021	22102	Estada	Hombres	45-49	2
January 2021	22102	Estada	Hombres	55-59	4
January 2021	22102	Estada	Hombres	60-64	3
January 2021	22103	Estadilla	Hombres	20-24	2
January 2021	22103	Estadilla	Hombres	25-29	5
January 2021	22103	Estadilla	Hombres	30-34	15
January 2021	22103	Estadilla	Hombres	35-39	8
January 2021	22103	Estadilla	Hombres	40-44	11
January 2021	22103	Estadilla	Hombres	45-49	5
January 2021	22103	Estadilla	Hombres	50-54	10
January 2021	22103	Estadilla	Hombres	55-59	12
January 2021	22103	Estadilla	Hombres	60-64	11
January 2021	22105	Estopiñán del Castillo	Hombres	35-39	1
January 2021	22105	Estopiñán del Castillo	Hombres	40-44	3
January 2021	22105	Estopiñán del Castillo	Hombres	45-49	5
January 2021	22105	Estopiñán del Castillo	Hombres	50-54	3
January 2021	22105	Estopiñán del Castillo	Hombres	55-59	2
January 2021	22105	Estopiñán del Castillo	Hombres	60-64	2
January 2021	22105	Estopiñán del Castillo	Hombres	Más de 69	2
January 2021	22106	Fago	Hombres	40-44	2
January 2021	22106	Fago	Hombres	60-64	1
January 2021	22107	Fanlo	Hombres	30-34	3
January 2021	22107	Fanlo	Hombres	40-44	2
January 2021	22107	Fanlo	Hombres	45-49	2
January 2021	22107	Fanlo	Hombres	50-54	1
January 2021	22107	Fanlo	Hombres	55-59	1
January 2021	22107	Fanlo	Hombres	60-64	3
January 2021	22109	Fiscal	Hombres	25-29	2
January 2021	22109	Fiscal	Hombres	30-34	10
January 2021	22109	Fiscal	Hombres	35-39	7
January 2021	22109	Fiscal	Hombres	40-44	4
January 2021	22109	Fiscal	Hombres	45-49	5
January 2021	22109	Fiscal	Hombres	50-54	6
January 2021	22109	Fiscal	Hombres	55-59	2
January 2021	22109	Fiscal	Hombres	60-64	2
January 2021	22109	Fiscal	Hombres	65-69	1
January 2021	22110	Fonz	Hombres	20-24	3
January 2021	22110	Fonz	Hombres	25-29	3
January 2021	22110	Fonz	Hombres	30-34	7
January 2021	22110	Fonz	Hombres	35-39	12
January 2021	22110	Fonz	Hombres	40-44	14
January 2021	22110	Fonz	Hombres	45-49	15
January 2021	22110	Fonz	Hombres	50-54	15
January 2021	22110	Fonz	Hombres	55-59	8
January 2021	22110	Fonz	Hombres	60-64	15
January 2021	22110	Fonz	Hombres	65-69	3
January 2021	22110	Fonz	Hombres	Más de 69	1
January 2021	22111	Foradada del Toscar	Hombres	16-19	1
January 2021	22111	Foradada del Toscar	Hombres	20-24	1
January 2021	22111	Foradada del Toscar	Hombres	25-29	1
January 2021	22111	Foradada del Toscar	Hombres	30-34	1
January 2021	22111	Foradada del Toscar	Hombres	40-44	5
January 2021	22111	Foradada del Toscar	Hombres	45-49	5
January 2021	22111	Foradada del Toscar	Hombres	50-54	2
January 2021	22111	Foradada del Toscar	Hombres	55-59	3
January 2021	22111	Foradada del Toscar	Hombres	60-64	4
January 2021	22112	Fraga	Hombres	16-19	2
January 2021	22112	Fraga	Hombres	20-24	30
January 2021	22112	Fraga	Hombres	25-29	76
January 2021	22112	Fraga	Hombres	30-34	127
January 2021	22112	Fraga	Hombres	35-39	145
January 2021	22112	Fraga	Hombres	40-44	160
January 2021	22112	Fraga	Hombres	45-49	161
January 2021	22112	Fraga	Hombres	50-54	170
January 2021	22112	Fraga	Hombres	55-59	142
January 2021	22112	Fraga	Hombres	60-64	108
January 2021	22112	Fraga	Hombres	65-69	16
January 2021	22112	Fraga	Hombres	Más de 69	7
January 2021	22113	Fueva (La)	Hombres	20-24	2
January 2021	22113	Fueva (La)	Hombres	25-29	5
January 2021	22113	Fueva (La)	Hombres	30-34	7
January 2021	22113	Fueva (La)	Hombres	35-39	9
January 2021	22113	Fueva (La)	Hombres	40-44	14
January 2021	22113	Fueva (La)	Hombres	45-49	11
January 2021	22113	Fueva (La)	Hombres	50-54	15
January 2021	22113	Fueva (La)	Hombres	55-59	12
January 2021	22113	Fueva (La)	Hombres	60-64	10
January 2021	22113	Fueva (La)	Hombres	65-69	1
January 2021	22114	Gistaín	Hombres	25-29	1
January 2021	22114	Gistaín	Hombres	30-34	2
January 2021	22114	Gistaín	Hombres	35-39	1
January 2021	22114	Gistaín	Hombres	40-44	4
January 2021	22114	Gistaín	Hombres	45-49	1
January 2021	22114	Gistaín	Hombres	50-54	1
January 2021	22114	Gistaín	Hombres	55-59	1
January 2021	22114	Gistaín	Hombres	60-64	6
January 2021	22115	Grado (El)	Hombres	20-24	1
January 2021	22115	Grado (El)	Hombres	25-29	3
January 2021	22115	Grado (El)	Hombres	30-34	3
January 2021	22115	Grado (El)	Hombres	35-39	6
January 2021	22115	Grado (El)	Hombres	40-44	9
January 2021	22115	Grado (El)	Hombres	45-49	3
January 2021	22115	Grado (El)	Hombres	50-54	4
January 2021	22115	Grado (El)	Hombres	55-59	4
January 2021	22115	Grado (El)	Hombres	60-64	5
January 2021	22116	Grañén	Hombres	16-19	1
January 2021	22116	Grañén	Hombres	20-24	6
January 2021	22116	Grañén	Hombres	25-29	13
January 2021	22116	Grañén	Hombres	30-34	11
January 2021	22116	Grañén	Hombres	35-39	14
January 2021	22116	Grañén	Hombres	40-44	16
January 2021	22116	Grañén	Hombres	45-49	30
January 2021	22116	Grañén	Hombres	50-54	24
January 2021	22116	Grañén	Hombres	55-59	19
January 2021	22116	Grañén	Hombres	60-64	23
January 2021	22116	Grañén	Hombres	65-69	2
January 2021	22117	Graus	Hombres	20-24	5
January 2021	22117	Graus	Hombres	25-29	15
January 2021	22117	Graus	Hombres	30-34	35
January 2021	22117	Graus	Hombres	35-39	22
January 2021	22117	Graus	Hombres	40-44	44
January 2021	22117	Graus	Hombres	45-49	53
January 2021	22117	Graus	Hombres	50-54	43
January 2021	22117	Graus	Hombres	55-59	46
January 2021	22117	Graus	Hombres	60-64	29
January 2021	22117	Graus	Hombres	65-69	9
January 2021	22117	Graus	Hombres	Más de 69	1
January 2021	22119	Gurrea de Gállego	Hombres	16-19	1
January 2021	22119	Gurrea de Gállego	Hombres	20-24	1
January 2021	22119	Gurrea de Gállego	Hombres	25-29	5
January 2021	22119	Gurrea de Gállego	Hombres	30-34	8
January 2021	22119	Gurrea de Gállego	Hombres	35-39	18
January 2021	22119	Gurrea de Gállego	Hombres	40-44	19
January 2021	22119	Gurrea de Gállego	Hombres	45-49	14
January 2021	22119	Gurrea de Gállego	Hombres	50-54	22
January 2021	22119	Gurrea de Gállego	Hombres	55-59	11
January 2021	22119	Gurrea de Gállego	Hombres	60-64	19
January 2021	22122	Hoz de Jaca	Hombres	30-34	1
January 2021	22122	Hoz de Jaca	Hombres	35-39	1
January 2021	22122	Hoz de Jaca	Hombres	45-49	1
January 2021	22122	Hoz de Jaca	Hombres	60-64	1
January 2021	22124	Huerto	Hombres	25-29	4
January 2021	22124	Huerto	Hombres	30-34	2
January 2021	22124	Huerto	Hombres	35-39	9
January 2021	22124	Huerto	Hombres	40-44	6
January 2021	22124	Huerto	Hombres	45-49	7
January 2021	22124	Huerto	Hombres	50-54	1
January 2021	22124	Huerto	Hombres	55-59	5
January 2021	22124	Huerto	Hombres	60-64	3
January 2021	22124	Huerto	Hombres	65-69	1
January 2021	22125	Huesca	Hombres	16-19	2
January 2021	22125	Huesca	Hombres	20-24	42
January 2021	22125	Huesca	Hombres	25-29	160
January 2021	22125	Huesca	Hombres	30-34	318
January 2021	22125	Huesca	Hombres	35-39	379
January 2021	22125	Huesca	Hombres	40-44	377
January 2021	22125	Huesca	Hombres	45-49	402
January 2021	22125	Huesca	Hombres	50-54	363
January 2021	22125	Huesca	Hombres	55-59	311
January 2021	22125	Huesca	Hombres	60-64	241
January 2021	22125	Huesca	Hombres	65-69	41
January 2021	22125	Huesca	Hombres	Más de 69	3
January 2021	22126	Ibieca	Hombres	35-39	1
January 2021	22126	Ibieca	Hombres	40-44	1
January 2021	22126	Ibieca	Hombres	45-49	5
January 2021	22126	Ibieca	Hombres	50-54	1
January 2021	22126	Ibieca	Hombres	55-59	1
January 2021	22126	Ibieca	Hombres	60-64	3
January 2021	22127	Igriés	Hombres	20-24	1
January 2021	22127	Igriés	Hombres	25-29	2
January 2021	22127	Igriés	Hombres	30-34	5
January 2021	22127	Igriés	Hombres	35-39	4
January 2021	22127	Igriés	Hombres	40-44	5
January 2021	22127	Igriés	Hombres	45-49	5
January 2021	22127	Igriés	Hombres	50-54	6
January 2021	22127	Igriés	Hombres	55-59	4
January 2021	22127	Igriés	Hombres	60-64	1
January 2021	22128	Ilche	Hombres	20-24	2
January 2021	22128	Ilche	Hombres	30-34	4
January 2021	22128	Ilche	Hombres	35-39	3
January 2021	22128	Ilche	Hombres	40-44	5
January 2021	22128	Ilche	Hombres	45-49	5
January 2021	22128	Ilche	Hombres	50-54	4
January 2021	22128	Ilche	Hombres	55-59	3
January 2021	22128	Ilche	Hombres	60-64	1
January 2021	22129	Isábena	Hombres	20-24	2
January 2021	22129	Isábena	Hombres	25-29	1
January 2021	22129	Isábena	Hombres	30-34	2
January 2021	22129	Isábena	Hombres	35-39	2
January 2021	22129	Isábena	Hombres	40-44	1
January 2021	22129	Isábena	Hombres	45-49	7
January 2021	22129	Isábena	Hombres	50-54	4
January 2021	22129	Isábena	Hombres	55-59	6
January 2021	22129	Isábena	Hombres	60-64	6
January 2021	22129	Isábena	Hombres	65-69	1
January 2021	22130	Jaca	Hombres	16-19	1
January 2021	22130	Jaca	Hombres	20-24	12
January 2021	22130	Jaca	Hombres	25-29	36
January 2021	22130	Jaca	Hombres	30-34	70
January 2021	22130	Jaca	Hombres	35-39	89
January 2021	22130	Jaca	Hombres	40-44	126
January 2021	22130	Jaca	Hombres	45-49	123
January 2021	22130	Jaca	Hombres	50-54	131
January 2021	22130	Jaca	Hombres	55-59	100
January 2021	22130	Jaca	Hombres	60-64	76
January 2021	22130	Jaca	Hombres	65-69	13
January 2021	22130	Jaca	Hombres	Más de 69	3
January 2021	22131	Jasa	Hombres	40-44	2
January 2021	22131	Jasa	Hombres	45-49	6
January 2021	22131	Jasa	Hombres	50-54	2
January 2021	22131	Jasa	Hombres	55-59	1
January 2021	22131	Jasa	Hombres	60-64	3
January 2021	22133	Labuerda	Hombres	35-39	1
January 2021	22133	Labuerda	Hombres	40-44	2
January 2021	22133	Labuerda	Hombres	45-49	2
January 2021	22133	Labuerda	Hombres	50-54	6
January 2021	22133	Labuerda	Hombres	55-59	2
January 2021	22135	Laluenga	Hombres	20-24	1
January 2021	22135	Laluenga	Hombres	25-29	4
January 2021	22135	Laluenga	Hombres	30-34	3
January 2021	22135	Laluenga	Hombres	35-39	11
January 2021	22135	Laluenga	Hombres	40-44	7
January 2021	22135	Laluenga	Hombres	45-49	2
January 2021	22135	Laluenga	Hombres	50-54	6
January 2021	22135	Laluenga	Hombres	55-59	5
January 2021	22135	Laluenga	Hombres	60-64	8
January 2021	22135	Laluenga	Hombres	Más de 69	1
January 2021	22136	Lalueza	Hombres	16-19	1
January 2021	22136	Lalueza	Hombres	20-24	2
January 2021	22136	Lalueza	Hombres	25-29	13
January 2021	22136	Lalueza	Hombres	30-34	23
January 2021	22136	Lalueza	Hombres	35-39	11
January 2021	22136	Lalueza	Hombres	40-44	18
January 2021	22136	Lalueza	Hombres	45-49	22
January 2021	22136	Lalueza	Hombres	50-54	13
January 2021	22136	Lalueza	Hombres	55-59	17
January 2021	22136	Lalueza	Hombres	60-64	15
January 2021	22136	Lalueza	Hombres	Más de 69	1
January 2021	22137	Lanaja	Hombres	20-24	2
January 2021	22137	Lanaja	Hombres	25-29	5
January 2021	22137	Lanaja	Hombres	30-34	11
January 2021	22137	Lanaja	Hombres	35-39	14
January 2021	22137	Lanaja	Hombres	40-44	23
January 2021	22137	Lanaja	Hombres	45-49	21
January 2021	22137	Lanaja	Hombres	50-54	15
January 2021	22137	Lanaja	Hombres	55-59	13
January 2021	22137	Lanaja	Hombres	60-64	9
January 2021	22137	Lanaja	Hombres	65-69	3
January 2021	22139	Laperdiguera	Hombres	25-29	2
January 2021	22139	Laperdiguera	Hombres	30-34	2
January 2021	22139	Laperdiguera	Hombres	40-44	6
January 2021	22139	Laperdiguera	Hombres	50-54	1
January 2021	22139	Laperdiguera	Hombres	55-59	2
January 2021	22141	Lascellas-Ponzano	Hombres	20-24	1
January 2021	22141	Lascellas-Ponzano	Hombres	25-29	1
January 2021	22141	Lascellas-Ponzano	Hombres	30-34	4
January 2021	22141	Lascellas-Ponzano	Hombres	35-39	3
January 2021	22141	Lascellas-Ponzano	Hombres	40-44	1
January 2021	22141	Lascellas-Ponzano	Hombres	45-49	3
January 2021	22141	Lascellas-Ponzano	Hombres	50-54	4
January 2021	22141	Lascellas-Ponzano	Hombres	55-59	2
January 2021	22141	Lascellas-Ponzano	Hombres	60-64	2
January 2021	22142	Lascuarre	Hombres	25-29	2
January 2021	22142	Lascuarre	Hombres	30-34	4
January 2021	22142	Lascuarre	Hombres	35-39	2
January 2021	22142	Lascuarre	Hombres	40-44	3
January 2021	22142	Lascuarre	Hombres	45-49	2
January 2021	22142	Lascuarre	Hombres	50-54	3
January 2021	22142	Lascuarre	Hombres	55-59	1
January 2021	22142	Lascuarre	Hombres	60-64	5
January 2021	22143	Laspaúles	Hombres	25-29	1
January 2021	22143	Laspaúles	Hombres	30-34	2
January 2021	22143	Laspaúles	Hombres	35-39	5
January 2021	22143	Laspaúles	Hombres	40-44	5
January 2021	22143	Laspaúles	Hombres	45-49	6
January 2021	22143	Laspaúles	Hombres	50-54	5
January 2021	22143	Laspaúles	Hombres	55-59	4
January 2021	22143	Laspaúles	Hombres	60-64	7
January 2021	22143	Laspaúles	Hombres	65-69	2
January 2021	22144	Laspuña	Hombres	20-24	1
January 2021	22144	Laspuña	Hombres	25-29	5
January 2021	22144	Laspuña	Hombres	30-34	2
January 2021	22144	Laspuña	Hombres	35-39	4
January 2021	22144	Laspuña	Hombres	40-44	2
January 2021	22144	Laspuña	Hombres	45-49	3
January 2021	22144	Laspuña	Hombres	50-54	2
January 2021	22144	Laspuña	Hombres	55-59	4
January 2021	22144	Laspuña	Hombres	60-64	2
January 2021	22149	Loarre	Hombres	20-24	3
January 2021	22149	Loarre	Hombres	25-29	3
January 2021	22149	Loarre	Hombres	30-34	4
January 2021	22149	Loarre	Hombres	35-39	4
